project_id,project_name,project_type,location,complexity,estimated_cost,actual_cost,avg_quantity_variance_pct,avg_unit_cost_variance_pct,max_line_variance_pct,cost_variance,variance_pct,anomaly_prediction,anomaly_score,anomaly_status
P0141,South Industrial Project 141,Residential Development,"Hamburg, NY",Low,5028694.82,5865824.42,7.956666666666667,2.585333333333333,46.13,837129.5999999996,16.647055149789335,1,0.06917339390218602,Normal
P0142,East Road Project 142,Road & Infrastructure,"Tonawanda, NY",Medium,11384087.59,12339252.5,4.612,2.1546666666666665,19.17,955164.9100000001,8.39035102680548,1,0.11948581428945876,Normal
P0143,North Commercial Project 143,Industrial Site,"Cheektowaga, NY",High,3540227.53,3797621.43,3.6266666666666665,3.3153333333333337,30.61,257393.90000000037,7.270546817085521,1,0.16654029798225245,Normal
P0144,West Commercial Project 144,Residential Development,"Williamsville, NY",High,9470155.09,10177686.18,8.232000000000001,3.7773333333333334,39.44,707531.0899999999,7.471166873994667,1,0.10356598401319256,Normal
P0145,East Municipal Project 145,Warehouse Development,"Clarence, NY",Medium,4030757.25,4728316.53,7.083333333333333,4.226,50.78,697559.2800000003,17.30591143884937,1,0.08257090929084049,Normal
P0146,North Commercial Project 146,Municipal Improvement,"Amherst, NY",Medium,2624733.67,2974514.88,8.442666666666666,5.031333333333333,46.24,349781.20999999996,13.326350555026027,1,0.10378142860628509,Normal
P0147,West Commercial Project 147,Road & Infrastructure,"Hamburg, NY",Low,1465397.3599999999,1715921.0999999999,6.979333333333333,1.5253333333333334,50.72,250523.74,17.095959555980095,1,0.006584832723435907,Normal
P0148,West Warehouse Project 148,Industrial Site,"Williamsville, NY",Low,6110232.82,6686363.8100000005,5.513333333333334,4.05,34.7,576130.9900000002,9.428953150757359,1,0.15759197030049027,Normal
P0149,North Industrial Project 149,Residential Development,"Lancaster, NY",High,3104489.71,3200566.71,2.4733333333333336,2.0133333333333336,16.72,96077.0,3.094775920516741,1,0.09237984807625682,Normal
P0150,South Warehouse Project 150,Residential Development,"Hamburg, NY",Low,4145490.77,4495079.37,4.769333333333333,2.436,28.56,349588.6000000001,8.432984642732665,1,0.15945312801494288,Normal
P0151,North Industrial Project 151,Road & Infrastructure,"Buffalo, NY",Low,698038.79,741196.16,1.9660000000000002,1.3426666666666665,20.13,43157.369999999995,6.182660708583257,1,0.10914555996836223,Normal
P0152,North Commercial Project 152,Warehouse Development,"Clarence, NY",Low,897143.0,996378.54,5.276666666666666,4.327333333333333,49.74,99235.54000000004,11.061284544381445,1,0.14171797063681985,Normal
P0153,North Road Project 153,Road & Infrastructure,"Buffalo, NY",Low,5888272.04,6209901.07,5.024666666666667,3.591333333333333,30.4,321629.03000000026,5.462197191555033,1,0.15199730262329042,Normal
P0154,North Road Project 154,Residential Development,"Cheektowaga, NY",Low,3776747.17,4154486.73,4.151333333333333,3.174,21.81,377739.56000000006,10.001716900737097,1,0.13685490210695356,Normal
P0155,West Industrial Project 155,Commercial Sitework,"Clarence, NY",Medium,3979666.2800000003,4198573.84,1.284,2.6746666666666665,23.89,218907.5599999996,5.500651175203554,1,0.13900607066556514,Normal
P0156,South Industrial Project 156,Industrial Site,"Hamburg, NY",Medium,7659395.13,8142548.11,3.564,1.9853333333333334,25.18,483152.98000000045,6.307978264596992,1,0.15212638650589033,Normal
P0157,South Industrial Project 157,Road & Infrastructure,"Tonawanda, NY",High,4778501.88,5118560.68,3.916,2.1813333333333333,40.25,340058.7999999998,7.116431227604745,1,0.15410904887270266,Normal
P0158,South Industrial Project 158,Residential Development,"Williamsville, NY",High,2988838.62,3071722.09,1.214,1.6786666666666668,27.2,82883.46999999974,2.7730995392451043,1,0.08803332766691219,Normal
P0159,West Commercial Project 159,Warehouse Development,"Tonawanda, NY",Low,3948672.88,4138889.96,0.3360000000000001,3.2953333333333332,28.03,190217.08000000007,4.817240773816647,1,0.10174986708881345,Normal
P0160,East Road Project 160,Residential Development,"Hamburg, NY",Low,3703122.22,3721112.31,1.9053333333333333,0.9039999999999999,13.56,17990.08999999985,0.48580870225773565,-1,-0.028393928695448323,Anomaly
P0161,East Municipal Project 161,Warehouse Development,"Cheektowaga, NY",Medium,9026631.99,9308547.92,0.7680000000000002,2.929333333333333,28.76,281915.9299999997,3.123157455763295,1,0.09658629153151982,Normal
P0162,North Commercial Project 162,Road & Infrastructure,"Buffalo, NY",Medium,11064243.37,11561493.62,4.983999999999999,2.8406666666666665,38.74,497250.25,4.494209259245533,1,0.15893942066681732,Normal
P0163,North Industrial Project 163,Warehouse Development,"Clarence, NY",Low,8479924.22,9068220.03,3.7666666666666666,2.5246666666666666,28.68,588295.8099999987,6.937512585460329,1,0.1632802540233032,Normal
P0164,West Industrial Project 164,Municipal Improvement,"Tonawanda, NY",Medium,3429406.69,3741997.87,1.7106666666666663,4.847333333333334,25.81,312591.18000000017,9.11502216728924,1,0.05584172704018586,Normal
P0165,West Warehouse Project 165,Municipal Improvement,"Hamburg, NY",Medium,9084847.77,9422167.24,3.1659999999999995,1.4653333333333334,37.52,337319.47000000067,3.712989788490432,1,0.10988452365220708,Normal
P0166,East Municipal Project 166,Municipal Improvement,"Tonawanda, NY",Medium,1144669.4,1177676.68,3.4726666666666666,2.432666666666667,28.23,33007.28000000003,2.88356445974707,1,0.11973393807955995,Normal
P0167,West Warehouse Project 167,Commercial Sitework,"Hamburg, NY",Medium,1669638.74,1848491.8599999999,4.333333333333333,3.243333333333333,46.42,178853.11999999988,10.712084938805377,1,0.14704138614896878,Normal
P0168,South Industrial Project 168,Road & Infrastructure,"Buffalo, NY",Low,11216300.16,11784442.05,4.517333333333334,-0.05,19.5,568141.8900000006,5.0653235193021136,-1,-0.0025764843083803113,Anomaly
P0169,East Commercial Project 169,Residential Development,"Clarence, NY",High,4662245.02,4893921.89,3.67,4.465333333333334,34.35,231676.8700000001,4.969212664846176,1,0.1143722867360063,Normal
P0170,West Industrial Project 170,Residential Development,"Williamsville, NY",Medium,9247691.43,9568696.42,-0.09133333333333334,3.7773333333333334,20.73,321004.9900000002,3.4711905390640854,1,0.0354363718845816,Normal
P0171,East Industrial Project 171,Commercial Sitework,"Buffalo, NY",Low,3493530.8000000003,3885076.54,8.001333333333333,5.809333333333333,39.98,391545.73999999976,11.207736883270064,1,0.046717721461070116,Normal
P0172,West Warehouse Project 172,Warehouse Development,"Tonawanda, NY",High,4018215.31,4193049.87,2.388,2.5693333333333332,14.34,174834.56000000006,4.351050068543989,1,0.09833432129707481,Normal
P0173,Central Commercial Project 173,Commercial Sitework,"Williamsville, NY",Medium,4906688.71,5129788.98,5.618666666666667,3.0900000000000003,37.04,223100.27000000048,4.546860075824954,1,0.14463187106067094,Normal
P0174,Central Municipal Project 174,Warehouse Development,"Hamburg, NY",High,9926095.37,10504938.74,2.9346666666666663,3.6,29.44,578843.370000001,5.831531417171957,1,0.15299780857028522,Normal
P0175,South Municipal Project 175,Warehouse Development,"Williamsville, NY",Medium,10527465.69,10991050.5,2.454,1.6266666666666667,40.52,463584.8100000005,4.403574646083701,1,0.11562513121860607,Normal
P0176,West Road Project 176,Industrial Site,"Hamburg, NY",Medium,2298592.51,2429088.08,2.5406666666666666,2.6839999999999997,39.42,130495.5700000003,5.677194606363714,1,0.15382514248769735,Normal
P0177,Central Road Project 177,Residential Development,"Buffalo, NY",Low,2454135.5,2709159.07,3.5993333333333335,4.003333333333333,23.23,255023.56999999983,10.39158473523568,1,0.12125021959157056,Normal
P0178,East Warehouse Project 178,Municipal Improvement,"Tonawanda, NY",Low,11809287.81,13198172.18,7.067333333333334,5.267333333333334,38.22,1388884.3699999992,11.760949452209168,1,0.10668904594749035,Normal
P0179,South Industrial Project 179,Warehouse Development,"Cheektowaga, NY",Medium,9077253.24,9542387.84,4.4766666666666675,3.618666666666667,22.8,465134.5999999996,5.124177850964083,1,0.13138298448594854,Normal
P0180,East Road Project 180,Industrial Site,"Tonawanda, NY",Medium,6686909.05,7344360.29,2.892,5.2266666666666675,42.17,657451.2400000002,9.831915389966314,1,0.07277506852292093,Normal
P0181,North Municipal Project 181,Residential Development,"Hamburg, NY",Low,4168104.3,4935472.55,8.502666666666666,5.198666666666667,47.54,767368.25,18.410485793265778,1,0.05513752092574431,Normal
P0182,East Warehouse Project 182,Municipal Improvement,"Amherst, NY",Low,780458.36,846639.32,5.792,3.451333333333333,46.35,66180.95999999996,8.479755409372508,1,0.1638545513903078,Normal
P0183,South Municipal Project 183,Warehouse Development,"Clarence, NY",High,7263423.05,7855009.34,3.579333333333333,1.9026666666666665,20.63,591586.29,8.144731291673835,1,0.12883052074931445,Normal
P0184,East Road Project 184,Warehouse Development,"Lancaster, NY",High,16765051.92,17324242.3,1.1,1.928,13.54,559190.3800000008,3.3354527183593765,1,0.07140279516872788,Normal
P0185,Central Commercial Project 185,Commercial Sitework,"Cheektowaga, NY",Medium,2216261.39,2463475.0500000003,7.499333333333334,4.607333333333333,33.34,247213.66000000015,11.154535341158478,1,0.10436343854799579,Normal
P0186,West Commercial Project 186,Commercial Sitework,"Williamsville, NY",Low,5526652.16,5864896.8,4.881333333333333,3.0673333333333335,34.38,338244.63999999966,6.12024477400799,1,0.16517122710391574,Normal
P0187,Central Industrial Project 187,Residential Development,"Cheektowaga, NY",Low,8998205.85,9623635.09,5.541333333333333,3.6213333333333333,41.4,625429.2400000002,6.950599379764137,1,0.16532475299777577,Normal
P0188,Central Warehouse Project 188,Municipal Improvement,"Clarence, NY",Low,7737508.49,8421195.09,5.324,3.4393333333333334,49.05,683686.5999999996,8.836004521140106,1,0.1563979448691154,Normal
P0189,Central Warehouse Project 189,Warehouse Development,"Williamsville, NY",High,5145451.09,5584102.3100000005,1.7206666666666668,2.554666666666667,44.45,438651.22000000067,8.525029435271547,1,0.12090775300617101,Normal
P0190,West Warehouse Project 190,Residential Development,"Clarence, NY",Low,5870753.76,6221742.9,5.358,2.9306666666666663,48.78,350989.1400000006,5.978604355567462,1,0.14044144136692088,Normal
P0191,West Warehouse Project 191,Residential Development,"Williamsville, NY",Medium,7762469.14,8074969.3100000005,1.4440000000000002,2.8273333333333333,22.96,312500.17000000086,4.025783089940901,1,0.1306555057775058,Normal
P0192,South Commercial Project 192,Road & Infrastructure,"Cheektowaga, NY",Low,5232753.76,5466797.88,5.541333333333333,2.5346666666666664,43.77,234044.1200000001,4.47267597013776,1,0.13626220263313998,Normal
P0193,East Commercial Project 193,Commercial Sitework,"Williamsville, NY",Medium,13056916.78,14388417.549999999,4.444,3.4626666666666663,22.97,1331500.7699999996,10.197666052674341,1,0.14065121971275596,Normal
P0194,West Industrial Project 194,Municipal Improvement,"Williamsville, NY",Medium,10355347.57,11031340.89,3.996666666666667,1.894,25.79,675993.3200000003,6.527963599777078,1,0.14640592757786675,Normal
P0195,Central Industrial Project 195,Warehouse Development,"Amherst, NY",High,969916.43,1054756.6,5.23,2.1439999999999997,20.61,84840.17000000004,8.747162887012857,1,0.11518626561378392,Normal
P0196,West Industrial Project 196,Residential Development,"Tonawanda, NY",Low,636658.47,692581.13,4.759333333333333,5.191999999999999,49.95,55922.66000000003,8.783776959725365,1,0.09977439704278868,Normal
P0197,South Warehouse Project 197,Warehouse Development,"Tonawanda, NY",Low,10209436.75,10705397.26,5.524666666666667,1.2646666666666668,42.1,495960.5099999998,4.857863583904369,1,0.08712820077881167,Normal
P0198,South Municipal Project 198,Road & Infrastructure,"Lancaster, NY",Low,7010332.94,7518542.21,6.005333333333334,3.469333333333333,30.19,508209.26999999955,7.249431294485702,1,0.1500258777036685,Normal
P0199,East Industrial Project 199,Municipal Improvement,"Lancaster, NY",High,10382184.39,11774376.27,10.214666666666666,4.303333333333333,44.78,1392191.879999999,13.409431269020248,1,0.07654452643500659,Normal
P0200,Central Warehouse Project 200,Residential Development,"Hamburg, NY",High,2786336.61,3076808.1599999997,5.174666666666667,2.686,44.17,290471.5499999998,10.42485494959634,1,0.15986568000853785,Normal
P0201,East Road Project 201,Warehouse Development,"Hamburg, NY",Medium,1217101.72,1360698.9,5.478666666666667,2.448,41.11,143597.17999999993,11.798289135603222,1,0.15353842618157654,Normal
P0202,South Road Project 202,Commercial Sitework,"Hamburg, NY",Medium,9711608.63,11643213.58,7.260666666666666,3.966666666666667,41.35,1931604.9499999993,19.889649836517343,1,0.05064407126355164,Normal
P0203,North Municipal Project 203,Road & Infrastructure,"Amherst, NY",Medium,6756170.3100000005,7174275.05,3.523333333333333,3.0573333333333332,29.74,418104.7399999993,6.188487276307267,1,0.16586757975911787,Normal
P0204,South Warehouse Project 204,Municipal Improvement,"Lancaster, NY",Low,2702544.85,3023095.12,4.807333333333333,3.5,33.43,320550.27,11.861052740715849,1,0.14764286829069861,Normal
P0205,South Warehouse Project 205,Road & Infrastructure,"Clarence, NY",High,5535320.96,6148903.71,8.584666666666667,4.028666666666667,26.84,613582.75,11.084863089854142,1,0.06658071137566013,Normal
P0206,South Road Project 206,Commercial Sitework,"Hamburg, NY",Medium,12962593.54,13570486.27,3.875333333333333,2.15,25.85,607892.7300000004,4.689591848453504,1,0.14940975623394065,Normal
P0207,Central Road Project 207,Municipal Improvement,"Hamburg, NY",Medium,2218158.33,2449213.82,4.498666666666667,4.712666666666666,36.96,231055.48999999976,10.416546324716133,1,0.13718473801985986,Normal
P0208,North Warehouse Project 208,Road & Infrastructure,"Cheektowaga, NY",Medium,6075194.81,6552032.05,5.351333333333334,3.374,31.16,476837.2400000002,7.848920979704357,1,0.16463079184217205,Normal
P0209,Central Commercial Project 209,Industrial Site,"Buffalo, NY",Low,6791747.029999999,7493668.87,4.798666666666667,3.472666666666667,44.14,701921.8400000008,10.334923207527074,1,0.16435424548646893,Normal
P0210,West Industrial Project 210,Commercial Sitework,"Clarence, NY",Low,2202497.51,2362173.81,0.8146666666666669,2.3400000000000003,19.43,159676.30000000028,7.249783451514563,1,0.09975631124785606,Normal
P0211,North Municipal Project 211,Commercial Sitework,"Hamburg, NY",Medium,10594421.81,11331773.41,6.653333333333334,2.42,43.82,737351.5999999996,6.959809730286731,1,0.13960157483019797,Normal
P0212,North Commercial Project 212,Commercial Sitework,"Hamburg, NY",Low,9202768.81,9781071.67,4.652666666666667,2.3746666666666667,39.61,578302.8599999994,6.284009431722313,1,0.1625982797424071,Normal
P0213,West Industrial Project 213,Industrial Site,"Hamburg, NY",Medium,1573165.62,1687944.05,4.858666666666667,3.9859999999999998,42.28,114778.42999999993,7.296016931770981,1,0.16314613215984736,Normal
P0214,East Road Project 214,Industrial Site,"Buffalo, NY",Low,2980044.14,3212434.13,6.0,4.027333333333333,41.6,232389.98999999976,7.798206304420704,1,0.15677975822515577,Normal
P0215,Central Commercial Project 215,Warehouse Development,"Buffalo, NY",Medium,2833521.16,3005481.27,4.299333333333334,2.8653333333333335,31.06,171960.10999999987,6.068778042935097,1,0.1669431983944068,Normal
P0216,West Warehouse Project 216,Residential Development,"Amherst, NY",Low,3150405.9699999997,3514458.43,6.89,2.7159999999999997,46.09,364052.4600000004,11.555731657021981,1,0.14157643927025476,Normal
P0217,Central Municipal Project 217,Road & Infrastructure,"Clarence, NY",Medium,4265693.4,4606745.58,3.978666666666667,3.3506666666666667,36.44,341052.1799999997,7.995234256639253,1,0.1699684541964418,Normal
P0218,South Municipal Project 218,Warehouse Development,"Amherst, NY",Medium,2581494.37,2995722.29,8.512666666666666,6.074666666666667,50.17,414227.9199999999,16.046051651857756,1,3.9187962556086475e-06,Normal
P0219,South Road Project 219,Road & Infrastructure,"Williamsville, NY",Low,10782918.53,11569241.26,4.326,1.3900000000000001,39.43,786322.7300000004,7.292299647932149,1,0.1258523941211368,Normal
P0220,South Warehouse Project 220,Residential Development,"Buffalo, NY",Medium,6895716.100000001,7227161.2,3.046,4.216666666666667,38.04,331445.0999999996,4.80653633637846,1,0.12051036834250978,Normal
P0221,North Commercial Project 221,Industrial Site,"Cheektowaga, NY",Medium,10046711.299999999,10192256.44,2.925333333333333,2.296666666666667,23.14,145545.1400000006,1.4486844068068385,1,0.06901031792827611,Normal
P0222,Central Warehouse Project 222,Residential Development,"Lancaster, NY",Medium,6032741.54,6555471.5600000005,6.468000000000001,5.145333333333334,41.81,522730.0200000005,8.664883395617847,1,0.1128226979301582,Normal
P0223,East Warehouse Project 223,Industrial Site,"Cheektowaga, NY",High,3733435.8000000003,4240372.64,8.552,3.2933333333333334,48.41,506936.8399999994,13.578292681502635,1,0.10540393775962303,Normal
P0224,North Commercial Project 224,Residential Development,"Lancaster, NY",Medium,5771503.74,5875003.2700000005,2.132,2.5073333333333334,25.21,103499.53000000026,1.7932853319090156,1,0.08815148321588695,Normal
P0225,West Warehouse Project 225,Warehouse Development,"Buffalo, NY",Low,2175212.61,2383909.2399999998,6.756,3.6933333333333334,31.26,208696.6299999999,9.594309496026684,1,0.14091862927702808,Normal
P0226,North Municipal Project 226,Municipal Improvement,"Buffalo, NY",Low,5139785.21,5710629.1899999995,3.6700000000000004,2.4186666666666667,49.42,570843.9799999995,11.10637812041954,1,0.09981041578658911,Normal
P0227,Central Road Project 227,Warehouse Development,"Buffalo, NY",Low,9931772.32,10528551.83,2.2706666666666666,3.932666666666667,28.08,596779.5099999998,6.008791691672608,1,0.12818202015164848,Normal
P0228,West Road Project 228,Road & Infrastructure,"Amherst, NY",Medium,10347717.94,11134378.7,4.930666666666666,2.9153333333333333,44.07,786660.7599999998,7.602263267721035,1,0.17207285827728758,Normal
P0229,North Commercial Project 229,Warehouse Development,"Clarence, NY",Low,5877548.99,6184267.88,3.8513333333333337,2.646666666666667,36.29,306718.88999999966,5.218482917315499,1,0.15616754070018768,Normal
P0230,West Warehouse Project 230,Commercial Sitework,"Lancaster, NY",Medium,4331777.08,4759895.57,3.6853333333333333,2.772666666666667,16.15,428118.4900000002,9.88320687083926,1,0.0929055605910371,Normal
P0231,West Municipal Project 231,Road & Infrastructure,"Clarence, NY",Medium,2753837.79,2923571.36,3.9593333333333334,4.446666666666667,43.24,169733.56999999983,6.163528244704632,1,0.12697184904371644,Normal
P0232,Central Warehouse Project 232,Residential Development,"Amherst, NY",Low,1588953.46,1738821.6300000001,6.728666666666666,2.998,36.55,149868.17000000016,9.431879143898914,1,0.15831737511619848,Normal
P0233,South Industrial Project 233,Road & Infrastructure,"Amherst, NY",Medium,3863327.55,4231737.92,6.470666666666667,3.9046666666666665,40.93,368410.3700000001,9.536089426328868,1,0.16307354060837703,Normal
P0234,North Road Project 234,Municipal Improvement,"Tonawanda, NY",Low,3880782.62,4032593.8,1.8559999999999997,1.8553333333333333,19.58,151811.1799999997,3.911870229927996,1,0.1141271899766792,Normal
P0235,West Industrial Project 235,Industrial Site,"Cheektowaga, NY",Low,5173873.05,5462164.85,4.1659999999999995,2.7613333333333334,32.52,288291.7999999998,5.5720694577150445,1,0.16158091376816192,Normal
P0236,Central Commercial Project 236,Residential Development,"Cheektowaga, NY",Medium,7498886.7,8223653.57,7.196,3.7179999999999995,50.2,724766.8700000001,9.664992938218417,1,0.12924186738290278,Normal
P0237,East Road Project 237,Road & Infrastructure,"Williamsville, NY",Medium,2011590.55,2319989.42,8.781333333333333,4.26,46.09,308398.8699999999,15.331095585033438,1,0.09928163213643126,Normal
P0238,Central Municipal Project 238,Residential Development,"Hamburg, NY",Medium,5868257.6,6829048.87,8.317333333333334,3.1746666666666665,49.58,960791.2700000005,16.372683946253495,1,0.08217715771606077,Normal
P0239,Central Commercial Project 239,Residential Development,"Amherst, NY",Medium,11433873.91,12128138.379999999,6.3933333333333335,1.0826666666666667,38.81,694264.4699999988,6.071996905552711,1,0.07470963151928811,Normal
P0240,North Municipal Project 240,Residential Development,"Lancaster, NY",Low,870656.9500000001,892084.39,1.7593333333333334,2.9886666666666666,42.14,21427.439999999944,2.461065750408349,1,0.09243852128623897,Normal
P0241,West Industrial Project 241,Industrial Site,"Tonawanda, NY",High,6635800.04,6992253.19,3.849333333333333,2.816666666666667,27.0,356453.1500000004,5.371668040798896,1,0.16099347594796853,Normal
P0242,West Road Project 242,Warehouse Development,"Tonawanda, NY",Medium,12272187.18,12780914.39,3.124,1.6039999999999999,21.92,508727.2100000009,4.145367101547101,1,0.12130702293812595,Normal
P0243,South Municipal Project 243,Residential Development,"Hamburg, NY",Medium,7048582.0,7636711.61,4.621333333333333,3.4153333333333338,16.15,588129.6100000003,8.343942228380124,1,0.09363793687768907,Normal
P0244,East Industrial Project 244,Commercial Sitework,"Clarence, NY",Low,11104979.15,12156803.84,5.066666666666666,3.414,44.27,1051824.6899999995,9.47164939071497,1,0.17441491227029948,Normal
P0245,North Industrial Project 245,Municipal Improvement,"Hamburg, NY",Medium,11786803.36,13857379.67,6.9206666666666665,4.35,48.87,2070576.3100000005,17.566902974107144,1,0.08537785865700914,Normal
P0246,Central Commercial Project 246,Industrial Site,"Hamburg, NY",Medium,7325453.2,7802933.42,3.564,2.977333333333333,37.01,477480.21999999974,6.518098020201668,1,0.1705734426889533,Normal
P0247,East Industrial Project 247,Road & Infrastructure,"Hamburg, NY",Low,6977187.45,7432799.18,5.866,3.3546666666666667,39.05,455611.7299999995,6.5300199151163625,1,0.16413112062853158,Normal
P0248,West Warehouse Project 248,Industrial Site,"Cheektowaga, NY",High,2225697.99,2410148.8000000003,1.4493333333333331,4.563999999999999,20.37,184450.81000000006,8.287324283381324,1,0.07166738804065881,Normal
P0249,Central Warehouse Project 249,Road & Infrastructure,"Amherst, NY",Low,8055604.72,8982369.41,7.901333333333333,3.2233333333333336,37.95,926764.6900000004,11.504594902715143,1,0.1280896960594919,Normal
P0250,South Industrial Project 250,Industrial Site,"Williamsville, NY",High,10671813.46,11917510.69,3.7379999999999995,1.7913333333333332,23.91,1245697.2299999986,11.672779276634754,1,0.0813691980847086,Normal
P0251,West Industrial Project 251,Road & Infrastructure,"Amherst, NY",Medium,6795057.3,7210836.130000001,0.7646666666666666,2.698666666666667,22.73,415778.830000001,6.118842147217817,1,0.11601871731252178,Normal
P0252,Central Commercial Project 252,Residential Development,"Clarence, NY",Low,992389.73,1044521.39,1.4053333333333333,3.2893333333333334,23.05,52131.66000000003,5.253143842994025,1,0.1347237495895383,Normal
P0253,Central Road Project 253,Warehouse Development,"Buffalo, NY",Medium,5677830.2,6028245.33,4.5,3.655333333333333,52.02,350415.1299999999,6.171638066950292,1,0.10756217019051323,Normal
P0254,South Commercial Project 254,Road & Infrastructure,"Hamburg, NY",High,1216917.42,1248488.8900000001,0.8586666666666667,2.7060000000000004,12.1,31571.470000000205,2.594380644168953,1,0.04035350523682224,Normal
P0255,South Municipal Project 255,Road & Infrastructure,"Amherst, NY",Medium,8433523.959999999,8753070.94,0.32533333333333314,4.852,19.66,319546.98000000045,3.7890089779267133,-1,-0.0070728422483682385,Anomaly
P0256,South Industrial Project 256,Commercial Sitework,"Clarence, NY",High,3312421.37,3542559.1900000004,5.4446666666666665,4.6419999999999995,52.65,230137.8200000003,6.947721750750578,1,0.10245115333712113,Normal
P0257,South Commercial Project 257,Road & Infrastructure,"Buffalo, NY",Medium,2099818.72,2278088.86,4.4159999999999995,1.7293333333333332,33.33,178270.13999999966,8.489787156483663,1,0.12592393701257726,Normal
P0258,South Commercial Project 258,Commercial Sitework,"Buffalo, NY",Medium,9695140.77,10256309.06,2.541333333333333,2.556,40.92,561168.290000001,5.78813968061653,1,0.15186466807420523,Normal
P0259,West Municipal Project 259,Municipal Improvement,"Hamburg, NY",High,1281448.34,1424901.3800000001,4.473333333333333,3.3333333333333335,20.63,143453.04000000004,11.194601883053673,1,0.11305764393462148,Normal
P0260,North Warehouse Project 260,Residential Development,"Williamsville, NY",Low,7700021.67,8255983.649999999,1.782,1.9833333333333334,23.21,555961.9799999995,7.220265134656427,1,0.12359494059978643,Normal
P0261,North Commercial Project 261,Commercial Sitework,"Lancaster, NY",Medium,5496177.54,6025105.18,3.253333333333333,2.9286666666666665,37.31,528927.6399999997,9.623554482193814,1,0.1572141056855531,Normal
P0262,East Road Project 262,Warehouse Development,"Cheektowaga, NY",Low,9221904.42,10920586.17,10.996666666666666,5.009333333333333,45.64,1698681.75,18.420075427326974,-1,-0.005085153657027552,Anomaly
P0263,Central Commercial Project 263,Residential Development,"Amherst, NY",High,7276874.08,7679345.7,0.736,2.817333333333333,26.41,402471.6200000001,5.53083117249708,1,0.1256659387184944,Normal
P0264,South Warehouse Project 264,Commercial Sitework,"Buffalo, NY",High,3598655.89,3910848.58,5.076,2.6373333333333333,44.05,312192.68999999994,8.675258194803392,1,0.16847065248628273,Normal
P0265,South Industrial Project 265,Residential Development,"Amherst, NY",Low,4955160.53,5388034.63,4.554,4.237333333333334,45.94,432874.0999999996,8.735823943124595,1,0.149474176048151,Normal
P0266,North Commercial Project 266,Residential Development,"Lancaster, NY",Medium,8340044.97,9263565.56,5.435333333333333,3.848666666666667,44.3,923520.5900000008,11.073328660960454,1,0.16330997440971778,Normal
P0267,North Commercial Project 267,Residential Development,"Cheektowaga, NY",High,9515740.68,10422926.57,6.6819999999999995,2.8586666666666667,27.35,907185.8900000006,9.533528923362807,1,0.13954965493858956,Normal
P0268,Central Commercial Project 268,Municipal Improvement,"Lancaster, NY",Low,6496237.46,7338484.05,5.736666666666666,2.3333333333333335,31.66,842246.5899999999,12.965144750112012,1,0.10570514795356944,Normal
P0269,Central Road Project 269,Warehouse Development,"Cheektowaga, NY",Medium,9411795.89,10329406.27,6.524666666666667,1.5333333333333334,24.08,917610.379999999,9.749577984101384,1,0.08522098796153721,Normal
P0270,North Municipal Project 270,Industrial Site,"Tonawanda, NY",High,1665638.67,1848020.81,5.22,2.6013333333333337,42.5,182382.14000000013,10.949682142045859,1,0.15983856092252796,Normal
P0271,West Industrial Project 271,Industrial Site,"Cheektowaga, NY",Low,2418022.87,2705133.59,3.7093333333333334,2.3666666666666667,33.58,287110.71999999974,11.873780168175156,1,0.11758945548577127,Normal
P0272,Central Warehouse Project 272,Commercial Sitework,"Hamburg, NY",Medium,1618295.88,1689653.27,1.954,1.6159999999999999,37.57,71357.39000000013,4.409415539017509,1,0.11156569546140521,Normal
P0273,East Industrial Project 273,Residential Development,"Williamsville, NY",Low,9131330.049999999,9795096.98,2.756,2.42,25.36,663766.9300000016,7.269115521675855,1,0.15325943561238653,Normal
P0274,South Road Project 274,Commercial Sitework,"Lancaster, NY",High,7500865.09,7850879.699999999,2.243333333333333,3.7760000000000002,14.54,350014.6099999994,4.666323228058477,1,0.0792058247574351,Normal
P0275,North Municipal Project 275,Municipal Improvement,"Buffalo, NY",High,10079098.97,10649558.38,2.552,3.0853333333333333,29.45,570459.4100000001,5.65982546354538,1,0.15504024139011735,Normal
P0276,Central Municipal Project 276,Municipal Improvement,"Hamburg, NY",High,1797701.81,2144186.58,7.118666666666667,5.048,51.99,346484.77,19.273762092946882,1,0.025830755628711732,Normal
P0277,North Commercial Project 277,Road & Infrastructure,"Tonawanda, NY",Medium,8193449.7299999995,8500594.76,1.4133333333333333,3.4746666666666663,13.88,307145.03000000026,3.7486655819147896,1,0.07267635638899589,Normal
P0278,Central Commercial Project 278,Municipal Improvement,"Williamsville, NY",High,16893614.32,18608251.31,5.378666666666667,4.490666666666667,48.93,1714636.9899999984,10.149616047349177,1,0.1442997515021739,Normal
P0279,West Industrial Project 279,Road & Infrastructure,"Amherst, NY",High,19475719.55,20579135.009999998,2.820666666666667,3.5406666666666666,26.36,1103415.4599999972,5.665595343818746,1,0.15462735507006764,Normal
P0280,Central Municipal Project 280,Warehouse Development,"Hamburg, NY",Low,8460333.94,9167186.17,2.82,2.722,33.33,706852.2300000004,8.35489751365536,1,0.14724640919944337,Normal
P0281,West Road Project 281,Commercial Sitework,"Lancaster, NY",High,15762852.08,18163949.88,6.024666666666667,3.298666666666667,48.34,2401097.799999999,15.232635488894337,1,0.1132865526402802,Normal
