project_id,cost_code,category,subcategory,unit,estimated_quantity,estimated_unit_cost,estimated_cost,actual_quantity,actual_unit_cost,actual_cost,project_name,project_type,location,start_date,end_date,duration_days,project_size_sqft,complexity,cost_variance,cost_variance_pct,quantity_variance,quantity_variance_pct,unit_cost_variance,unit_cost_variance_pct,budget_status
P0082,101,Labor,Equipment Operators,hour,4323,38.79,167687.75,4962,41.21,204487.36,North Commercial Project 82,Industrial Site,"Tonawanda, NY",2025-12-30,2026-09-18,262,451341,Low,36799.61,21.95,639,14.78,2.42,6.24,Over Budget
P0082,102,Labor,Supervisors,hour,17922,56.45,1011751.7,17925,58.14,1042178.38,North Commercial Project 82,Industrial Site,"Tonawanda, NY",2025-12-30,2026-09-18,262,451341,Low,30426.68,3.01,3,0.02,1.69,2.99,On Budget
P0082,103,Labor,Skilled Labor,hour,8136,51.6,419783.73,8238,54.7,450621.41,North Commercial Project 82,Industrial Site,"Tonawanda, NY",2025-12-30,2026-09-18,262,451341,Low,30837.68,7.35,102,1.25,3.1,6.01,Watch
P0082,200,Materials,Gravel,ton,16497,31.54,520369.38,18500,33.39,617788.27,North Commercial Project 82,Industrial Site,"Tonawanda, NY",2025-12-30,2026-09-18,262,451341,Low,97418.89,18.72,2003,12.14,1.85,5.87,Over Budget
P0082,201,Materials,Concrete,cubic_yard,5337,141.67,756094.17,6025,153.5,924842.22,North Commercial Project 82,Industrial Site,"Tonawanda, NY",2025-12-30,2026-09-18,262,451341,Low,168748.05,22.32,688,12.89,11.83,8.35,Over Budget
P0082,202,Materials,Asphalt,ton,12816,86.23,1105081.41,13293,94.48,1255948.7,North Commercial Project 82,Industrial Site,"Tonawanda, NY",2025-12-30,2026-09-18,262,451341,Low,150867.29,13.65,477,3.72,8.25,9.57,Over Budget
P0082,203,Materials,Topsoil,cubic_yard,7746,38.74,300089.64,7799,38.27,298429.32,North Commercial Project 82,Industrial Site,"Tonawanda, NY",2025-12-30,2026-09-18,262,451341,Low,-1660.32,-0.55,53,0.68,-0.47,-1.21,On Budget
P0082,300,Equipment,Excavator,hour,4127,136.66,564006.11,4530,142.52,645595.67,North Commercial Project 82,Industrial Site,"Tonawanda, NY",2025-12-30,2026-09-18,262,451341,Low,81589.56,14.47,403,9.76,5.86,4.29,Over Budget
P0082,301,Equipment,Bulldozer,hour,9185,160.81,1477002.13,9244,165.26,1527693.14,North Commercial Project 82,Industrial Site,"Tonawanda, NY",2025-12-30,2026-09-18,262,451341,Low,50691.01,3.43,59,0.64,4.45,2.77,On Budget
P0082,302,Equipment,Loader,hour,8296,121.82,1010625.26,8714,126.83,1105208.31,North Commercial Project 82,Industrial Site,"Tonawanda, NY",2025-12-30,2026-09-18,262,451341,Low,94583.05,9.36,418,5.04,5.01,4.11,Watch
P0082,303,Equipment,Compactor,hour,8170,89.16,728403.47,8277,92.27,763735.2,North Commercial Project 82,Industrial Site,"Tonawanda, NY",2025-12-30,2026-09-18,262,451341,Low,35331.73,4.85,107,1.31,3.11,3.49,On Budget
P0082,400,Fuel,Diesel,gallon,8640,3.64,31491.99,7790,3.84,29946.38,North Commercial Project 82,Industrial Site,"Tonawanda, NY",2025-12-30,2026-09-18,262,451341,Low,-1545.61,-4.91,-850,-9.84,0.2,5.49,On Budget
P0082,500,Subcontractor,Concrete Work,job,4,26911.32,107645.29,4,27361.9,109447.59,North Commercial Project 82,Industrial Site,"Tonawanda, NY",2025-12-30,2026-09-18,262,451341,Low,1802.3,1.67,0,0.0,450.58,1.67,On Budget
P0082,501,Subcontractor,Utility Work,job,7,23028.0,161195.98,7,22724.85,159073.93,North Commercial Project 82,Industrial Site,"Tonawanda, NY",2025-12-30,2026-09-18,262,451341,Low,-2122.05,-1.32,0,0.0,-303.15,-1.32,On Budget
P0083,100,Labor,General Labor,hour,6265,30.47,190923.78,5913,30.82,182224.23,North Industrial Project 83,Warehouse Development,"Amherst, NY",2025-07-09,2025-10-26,109,327066,Medium,-8699.55,-4.56,-352,-5.62,0.35,1.15,On Budget
P0083,101,Labor,Equipment Operators,hour,4559,40.53,184759.72,4409,39.4,173720.28,North Industrial Project 83,Warehouse Development,"Amherst, NY",2025-07-09,2025-10-26,109,327066,Medium,-11039.44,-5.98,-150,-3.29,-1.13,-2.79,Under Budget
P0083,102,Labor,Supervisors,hour,11339,53.19,603085.81,11238,52.39,588705.7,North Industrial Project 83,Warehouse Development,"Amherst, NY",2025-07-09,2025-10-26,109,327066,Medium,-14380.11,-2.38,-101,-0.89,-0.8,-1.5,On Budget
P0083,103,Labor,Skilled Labor,hour,3194,44.3,141504.44,3329,44.33,147562.77,North Industrial Project 83,Warehouse Development,"Amherst, NY",2025-07-09,2025-10-26,109,327066,Medium,6058.33,4.28,135,4.23,0.03,0.07,On Budget
P0083,200,Materials,Gravel,ton,13109,34.21,448410.15,13719,33.98,466227.59,North Industrial Project 83,Warehouse Development,"Amherst, NY",2025-07-09,2025-10-26,109,327066,Medium,17817.44,3.97,610,4.65,-0.23,-0.67,On Budget
P0083,201,Materials,Concrete,cubic_yard,9965,148.61,1480863.97,13308,157.02,2089648.27,North Industrial Project 83,Warehouse Development,"Amherst, NY",2025-07-09,2025-10-26,109,327066,Medium,608784.3,41.11,3343,33.55,8.41,5.66,Over Budget
P0083,202,Materials,Asphalt,ton,6206,90.57,562064.48,7754,101.91,790243.83,North Industrial Project 83,Warehouse Development,"Amherst, NY",2025-07-09,2025-10-26,109,327066,Medium,228179.35,40.6,1548,24.94,11.34,12.52,Over Budget
P0083,203,Materials,Topsoil,cubic_yard,13521,40.31,544987.35,13239,41.45,548809.42,North Industrial Project 83,Warehouse Development,"Amherst, NY",2025-07-09,2025-10-26,109,327066,Medium,3822.07,0.7,-282,-2.09,1.14,2.83,On Budget
P0083,300,Equipment,Excavator,hour,4158,127.54,530328.04,4039,120.86,488157.42,North Industrial Project 83,Warehouse Development,"Amherst, NY",2025-07-09,2025-10-26,109,327066,Medium,-42170.62,-7.95,-119,-2.86,-6.68,-5.24,Under Budget
P0083,301,Equipment,Bulldozer,hour,4814,164.99,794268.31,5552,169.46,940840.82,North Industrial Project 83,Warehouse Development,"Amherst, NY",2025-07-09,2025-10-26,109,327066,Medium,146572.51,18.45,738,15.33,4.47,2.71,Over Budget
P0083,302,Equipment,Loader,hour,1129,126.61,142948.12,1181,131.62,155447.1,North Industrial Project 83,Warehouse Development,"Amherst, NY",2025-07-09,2025-10-26,109,327066,Medium,12498.98,8.74,52,4.61,5.01,3.96,Watch
P0083,303,Equipment,Compactor,hour,3039,91.35,277600.74,2809,92.44,259659.27,North Industrial Project 83,Warehouse Development,"Amherst, NY",2025-07-09,2025-10-26,109,327066,Medium,-17941.47,-6.46,-230,-7.57,1.09,1.19,Under Budget
P0083,400,Fuel,Diesel,gallon,58863,3.88,228165.32,60889,4.16,253371.69,North Industrial Project 83,Warehouse Development,"Amherst, NY",2025-07-09,2025-10-26,109,327066,Medium,25206.37,11.05,2026,3.44,0.28,7.22,Over Budget
P0083,500,Subcontractor,Concrete Work,job,8,28021.84,224174.71,8,26891.49,215131.93,North Industrial Project 83,Warehouse Development,"Amherst, NY",2025-07-09,2025-10-26,109,327066,Medium,-9042.78,-4.03,0,0.0,-1130.35,-4.03,On Budget
P0083,501,Subcontractor,Utility Work,job,4,22164.12,88656.49,4,22575.39,90301.55,North Industrial Project 83,Warehouse Development,"Amherst, NY",2025-07-09,2025-10-26,109,327066,Medium,1645.06,1.86,0,0.0,411.27,1.86,On Budget
P0084,100,Labor,General Labor,hour,22893,32.45,742959.37,25018,33.99,850401.75,West Road Project 84,Road & Infrastructure,"Amherst, NY",2024-06-10,2025-05-29,353,576419,Low,107442.38,14.46,2125,9.28,1.54,4.75,Over Budget
P0084,101,Labor,Equipment Operators,hour,23632,42.0,992472.4,26564,44.45,1180667.12,West Road Project 84,Road & Infrastructure,"Amherst, NY",2024-06-10,2025-05-29,353,576419,Low,188194.72,18.96,2932,12.41,2.45,5.83,Over Budget
P0084,102,Labor,Supervisors,hour,22227,54.07,1201908.28,23287,55.12,1283681.54,West Road Project 84,Road & Infrastructure,"Amherst, NY",2024-06-10,2025-05-29,353,576419,Low,81773.26,6.8,1060,4.77,1.05,1.94,Watch
P0084,103,Labor,Skilled Labor,hour,2631,51.06,134346.5,2760,49.99,137962.81,West Road Project 84,Road & Infrastructure,"Amherst, NY",2024-06-10,2025-05-29,353,576419,Low,3616.31,2.69,129,4.9,-1.07,-2.1,On Budget
P0084,200,Materials,Gravel,ton,1102,31.63,34851.89,1320,33.27,43921.19,West Road Project 84,Road & Infrastructure,"Amherst, NY",2024-06-10,2025-05-29,353,576419,Low,9069.3,26.02,218,19.78,1.64,5.18,Over Budget
P0084,201,Materials,Concrete,cubic_yard,1312,137.35,180206.51,1253,141.7,177547.76,West Road Project 84,Road & Infrastructure,"Amherst, NY",2024-06-10,2025-05-29,353,576419,Low,-2658.75,-1.48,-59,-4.5,4.35,3.17,On Budget
P0084,202,Materials,Asphalt,ton,10065,97.95,985894.82,11234,96.37,1082566.99,West Road Project 84,Road & Infrastructure,"Amherst, NY",2024-06-10,2025-05-29,353,576419,Low,96672.17,9.81,1169,11.61,-1.58,-1.61,Watch
P0084,203,Materials,Topsoil,cubic_yard,10491,38.9,408131.84,11040,43.43,479484.27,West Road Project 84,Road & Infrastructure,"Amherst, NY",2024-06-10,2025-05-29,353,576419,Low,71352.43,17.48,549,5.23,4.53,11.65,Over Budget
P0084,300,Equipment,Excavator,hour,778,141.28,109915.2,940,148.43,139521.23,West Road Project 84,Road & Infrastructure,"Amherst, NY",2024-06-10,2025-05-29,353,576419,Low,29606.03,26.94,162,20.82,7.15,5.06,Over Budget
P0084,301,Equipment,Bulldozer,hour,4914,144.17,708433.6,4682,133.59,625469.33,West Road Project 84,Road & Infrastructure,"Amherst, NY",2024-06-10,2025-05-29,353,576419,Low,-82964.27,-11.71,-232,-4.72,-10.58,-7.34,Under Budget
P0084,302,Equipment,Loader,hour,4604,122.45,563751.14,5047,128.61,649112.71,West Road Project 84,Road & Infrastructure,"Amherst, NY",2024-06-10,2025-05-29,353,576419,Low,85361.57,15.14,443,9.62,6.16,5.03,Over Budget
P0084,303,Equipment,Compactor,hour,11143,100.53,1120160.18,11758,97.64,1148104.0,West Road Project 84,Road & Infrastructure,"Amherst, NY",2024-06-10,2025-05-29,353,576419,Low,27943.82,2.49,615,5.52,-2.89,-2.87,On Budget
P0084,400,Fuel,Diesel,gallon,52012,3.98,207205.77,55141,4.14,228184.2,West Road Project 84,Road & Infrastructure,"Amherst, NY",2024-06-10,2025-05-29,353,576419,Low,20978.43,10.12,3129,6.02,0.16,4.02,Over Budget
P0084,500,Subcontractor,Concrete Work,job,2,25901.66,51803.32,2,27509.74,55019.49,West Road Project 84,Road & Infrastructure,"Amherst, NY",2024-06-10,2025-05-29,353,576419,Low,3216.17,6.21,0,0.0,1608.08,6.21,Watch
P0084,501,Subcontractor,Utility Work,job,10,23557.96,235579.62,11,25087.24,275959.67,West Road Project 84,Road & Infrastructure,"Amherst, NY",2024-06-10,2025-05-29,353,576419,Low,40380.05,17.14,1,10.0,1529.28,6.49,Over Budget
P0085,100,Labor,General Labor,hour,1751,32.81,57442.38,1825,32.92,60071.08,East Municipal Project 85,Commercial Sitework,"Tonawanda, NY",2024-07-20,2025-03-08,231,140917,Low,2628.7,4.58,74,4.23,0.11,0.34,On Budget
P0085,101,Labor,Equipment Operators,hour,3349,45.21,151402.58,2857,44.24,126405.34,East Municipal Project 85,Commercial Sitework,"Tonawanda, NY",2024-07-20,2025-03-08,231,140917,Low,-24997.24,-16.51,-492,-14.69,-0.97,-2.15,Under Budget
P0085,102,Labor,Supervisors,hour,1250,54.35,67937.27,1238,53.74,66532.98,East Municipal Project 85,Commercial Sitework,"Tonawanda, NY",2024-07-20,2025-03-08,231,140917,Low,-1404.29,-2.07,-12,-0.96,-0.61,-1.12,On Budget
P0085,103,Labor,Skilled Labor,hour,1856,49.8,92424.5,2364,56.08,132562.45,East Municipal Project 85,Commercial Sitework,"Tonawanda, NY",2024-07-20,2025-03-08,231,140917,Low,40137.95,43.43,508,27.37,6.28,12.61,Over Budget
P0085,200,Materials,Gravel,ton,2941,36.35,106898.63,2865,37.99,108827.12,East Municipal Project 85,Commercial Sitework,"Tonawanda, NY",2024-07-20,2025-03-08,231,140917,Low,1928.49,1.8,-76,-2.58,1.64,4.51,On Budget
P0085,201,Materials,Concrete,cubic_yard,4682,152.7,714962.93,4630,147.89,684722.12,East Municipal Project 85,Commercial Sitework,"Tonawanda, NY",2024-07-20,2025-03-08,231,140917,Low,-30240.81,-4.23,-52,-1.11,-4.81,-3.15,On Budget
P0085,202,Materials,Asphalt,ton,4461,90.79,405003.69,4590,91.92,421929.75,East Municipal Project 85,Commercial Sitework,"Tonawanda, NY",2024-07-20,2025-03-08,231,140917,Low,16926.06,4.18,129,2.89,1.13,1.24,On Budget
P0085,203,Materials,Topsoil,cubic_yard,1606,36.47,58576.42,1664,34.75,57820.95,East Municipal Project 85,Commercial Sitework,"Tonawanda, NY",2024-07-20,2025-03-08,231,140917,Low,-755.47,-1.29,58,3.61,-1.72,-4.72,On Budget
P0085,300,Equipment,Excavator,hour,2729,142.48,388836.11,2790,142.24,396845.99,East Municipal Project 85,Commercial Sitework,"Tonawanda, NY",2024-07-20,2025-03-08,231,140917,Low,8009.88,2.06,61,2.24,-0.24,-0.17,On Budget
P0085,301,Equipment,Bulldozer,hour,2146,151.01,324070.21,2377,163.35,388290.07,East Municipal Project 85,Commercial Sitework,"Tonawanda, NY",2024-07-20,2025-03-08,231,140917,Low,64219.86,19.82,231,10.76,12.34,8.17,Over Budget
P0085,302,Equipment,Loader,hour,1130,125.99,142368.75,1137,122.42,139191.64,East Municipal Project 85,Commercial Sitework,"Tonawanda, NY",2024-07-20,2025-03-08,231,140917,Low,-3177.11,-2.23,7,0.62,-3.57,-2.83,On Budget
P0085,303,Equipment,Compactor,hour,1420,87.64,124455.68,1560,90.19,140702.9,East Municipal Project 85,Commercial Sitework,"Tonawanda, NY",2024-07-20,2025-03-08,231,140917,Low,16247.22,13.05,140,9.86,2.55,2.91,Over Budget
P0085,400,Fuel,Diesel,gallon,8970,4.14,37101.78,8362,4.43,37075.93,East Municipal Project 85,Commercial Sitework,"Tonawanda, NY",2024-07-20,2025-03-08,231,140917,Low,-25.85,-0.07,-608,-6.78,0.29,7.0,On Budget
P0085,500,Subcontractor,Concrete Work,job,1,25863.7,25863.7,1,26320.09,26320.09,East Municipal Project 85,Commercial Sitework,"Tonawanda, NY",2024-07-20,2025-03-08,231,140917,Low,456.39,1.76,0,0.0,456.39,1.76,On Budget
P0085,501,Subcontractor,Utility Work,job,3,21974.21,65922.64,3,21404.01,64212.03,East Municipal Project 85,Commercial Sitework,"Tonawanda, NY",2024-07-20,2025-03-08,231,140917,Low,-1710.61,-2.59,0,0.0,-570.2,-2.59,On Budget
P0086,100,Labor,General Labor,hour,12237,30.88,377925.51,11590,31.6,366208.91,South Commercial Project 86,Municipal Improvement,"Tonawanda, NY",2024-09-26,2025-05-16,232,314770,Medium,-11716.6,-3.1,-647,-5.29,0.72,2.33,On Budget
P0086,101,Labor,Equipment Operators,hour,11016,42.71,470470.33,11938,45.68,545344.15,South Commercial Project 86,Municipal Improvement,"Tonawanda, NY",2024-09-26,2025-05-16,232,314770,Medium,74873.82,15.91,922,8.37,2.97,6.95,Over Budget
P0086,102,Labor,Supervisors,hour,5742,51.36,294913.27,5713,48.44,276746.4,South Commercial Project 86,Municipal Improvement,"Tonawanda, NY",2024-09-26,2025-05-16,232,314770,Medium,-18166.87,-6.16,-29,-0.51,-2.92,-5.69,Under Budget
P0086,103,Labor,Skilled Labor,hour,4928,48.98,241362.57,4955,47.89,237281.17,South Commercial Project 86,Municipal Improvement,"Tonawanda, NY",2024-09-26,2025-05-16,232,314770,Medium,-4081.4,-1.69,27,0.55,-1.09,-2.23,On Budget
P0086,200,Materials,Gravel,ton,6259,34.19,213972.08,6135,35.04,214984.66,South Commercial Project 86,Municipal Improvement,"Tonawanda, NY",2024-09-26,2025-05-16,232,314770,Medium,1012.58,0.47,-124,-1.98,0.85,2.49,On Budget
P0086,201,Materials,Concrete,cubic_yard,10424,133.59,1392560.45,9856,142.05,1400026.97,South Commercial Project 86,Municipal Improvement,"Tonawanda, NY",2024-09-26,2025-05-16,232,314770,Medium,7466.52,0.54,-568,-5.45,8.46,6.33,On Budget
P0086,202,Materials,Asphalt,ton,4825,96.39,465084.54,4532,94.51,428326.99,South Commercial Project 86,Municipal Improvement,"Tonawanda, NY",2024-09-26,2025-05-16,232,314770,Medium,-36757.55,-7.9,-293,-6.07,-1.88,-1.95,Under Budget
P0086,203,Materials,Topsoil,cubic_yard,8949,35.01,313312.21,9778,36.23,354260.8,South Commercial Project 86,Municipal Improvement,"Tonawanda, NY",2024-09-26,2025-05-16,232,314770,Medium,40948.59,13.07,829,9.26,1.22,3.48,Over Budget
P0086,300,Equipment,Excavator,hour,4183,145.63,609180.44,4277,144.37,617454.14,South Commercial Project 86,Municipal Improvement,"Tonawanda, NY",2024-09-26,2025-05-16,232,314770,Medium,8273.7,1.36,94,2.25,-1.26,-0.87,On Budget
P0086,301,Equipment,Bulldozer,hour,4067,146.18,594495.2,4178,149.01,622575.98,South Commercial Project 86,Municipal Improvement,"Tonawanda, NY",2024-09-26,2025-05-16,232,314770,Medium,28080.78,4.72,111,2.73,2.83,1.94,On Budget
P0086,302,Equipment,Loader,hour,3488,122.07,425789.88,3925,126.85,497870.51,South Commercial Project 86,Municipal Improvement,"Tonawanda, NY",2024-09-26,2025-05-16,232,314770,Medium,72080.63,16.93,437,12.53,4.78,3.92,Over Budget
P0086,303,Equipment,Compactor,hour,6627,99.32,658164.33,7070,103.39,730936.23,South Commercial Project 86,Municipal Improvement,"Tonawanda, NY",2024-09-26,2025-05-16,232,314770,Medium,72771.9,11.06,443,6.68,4.07,4.1,Over Budget
P0086,400,Fuel,Diesel,gallon,15159,3.82,57914.34,16718,4.03,67387.07,South Commercial Project 86,Municipal Improvement,"Tonawanda, NY",2024-09-26,2025-05-16,232,314770,Medium,9472.73,16.36,1559,10.28,0.21,5.5,Over Budget
P0086,500,Subcontractor,Concrete Work,job,3,26200.99,78602.96,3,26938.21,80814.64,South Commercial Project 86,Municipal Improvement,"Tonawanda, NY",2024-09-26,2025-05-16,232,314770,Medium,2211.68,2.81,0,0.0,737.22,2.81,On Budget
P0086,501,Subcontractor,Utility Work,job,7,23460.55,164223.87,8,25681.28,205450.26,South Commercial Project 86,Municipal Improvement,"Tonawanda, NY",2024-09-26,2025-05-16,232,314770,Medium,41226.39,25.1,1,14.29,2220.73,9.47,Over Budget
P0087,100,Labor,General Labor,hour,23456,34.12,800330.0,23771,33.88,805395.95,South Warehouse Project 87,Commercial Sitework,"Tonawanda, NY",2024-09-27,2025-03-27,181,496680,Medium,5065.95,0.63,315,1.34,-0.24,-0.7,On Budget
P0087,101,Labor,Equipment Operators,hour,11409,39.88,455005.49,11855,40.21,476646.97,South Warehouse Project 87,Commercial Sitework,"Tonawanda, NY",2024-09-27,2025-03-27,181,496680,Medium,21641.48,4.76,446,3.91,0.33,0.83,On Budget
P0087,102,Labor,Supervisors,hour,9148,55.87,511074.67,8226,57.69,474516.84,South Warehouse Project 87,Commercial Sitework,"Tonawanda, NY",2024-09-27,2025-03-27,181,496680,Medium,-36557.83,-7.15,-922,-10.08,1.82,3.26,Under Budget
P0087,103,Labor,Skilled Labor,hour,6018,46.76,281400.99,7358,51.58,379548.46,South Warehouse Project 87,Commercial Sitework,"Tonawanda, NY",2024-09-27,2025-03-27,181,496680,Medium,98147.47,34.88,1340,22.27,4.82,10.31,Over Budget
P0087,200,Materials,Gravel,ton,21716,35.02,760479.48,23774,36.92,877714.93,South Warehouse Project 87,Commercial Sitework,"Tonawanda, NY",2024-09-27,2025-03-27,181,496680,Medium,117235.45,15.42,2058,9.48,1.9,5.43,Over Budget
P0087,201,Materials,Concrete,cubic_yard,5260,134.05,705082.56,5836,140.26,818586.15,South Warehouse Project 87,Commercial Sitework,"Tonawanda, NY",2024-09-27,2025-03-27,181,496680,Medium,113503.59,16.1,576,10.95,6.21,4.63,Over Budget
P0087,202,Materials,Asphalt,ton,3186,97.33,310093.93,3256,107.75,350829.95,South Warehouse Project 87,Commercial Sitework,"Tonawanda, NY",2024-09-27,2025-03-27,181,496680,Medium,40736.02,13.14,70,2.2,10.42,10.71,Over Budget
P0087,203,Materials,Topsoil,cubic_yard,18056,35.0,631888.56,17976,37.08,666545.8,South Warehouse Project 87,Commercial Sitework,"Tonawanda, NY",2024-09-27,2025-03-27,181,496680,Medium,34657.24,5.48,-80,-0.44,2.08,5.94,Watch
P0087,300,Equipment,Excavator,hour,1788,133.29,238324.22,1806,134.78,243406.04,South Warehouse Project 87,Commercial Sitework,"Tonawanda, NY",2024-09-27,2025-03-27,181,496680,Medium,5081.82,2.13,18,1.01,1.49,1.12,On Budget
P0087,301,Equipment,Bulldozer,hour,2256,162.36,366293.87,2904,176.43,512359.9,South Warehouse Project 87,Commercial Sitework,"Tonawanda, NY",2024-09-27,2025-03-27,181,496680,Medium,146066.03,39.88,648,28.72,14.07,8.67,Over Budget
P0087,302,Equipment,Loader,hour,9506,128.92,1225477.03,10565,139.85,1477510.45,South Warehouse Project 87,Commercial Sitework,"Tonawanda, NY",2024-09-27,2025-03-27,181,496680,Medium,252033.42,20.57,1059,11.14,10.93,8.48,Over Budget
P0087,303,Equipment,Compactor,hour,3669,90.67,332667.62,3749,93.49,350481.94,South Warehouse Project 87,Commercial Sitework,"Tonawanda, NY",2024-09-27,2025-03-27,181,496680,Medium,17814.32,5.35,80,2.18,2.82,3.11,Watch
P0087,400,Fuel,Diesel,gallon,31206,3.79,118193.24,36080,4.1,147842.51,South Warehouse Project 87,Commercial Sitework,"Tonawanda, NY",2024-09-27,2025-03-27,181,496680,Medium,29649.27,25.09,4874,15.62,0.31,8.18,Over Budget
P0087,500,Subcontractor,Concrete Work,job,12,25879.18,310550.15,12,25218.31,302619.73,South Warehouse Project 87,Commercial Sitework,"Tonawanda, NY",2024-09-27,2025-03-27,181,496680,Medium,-7930.42,-2.55,0,0.0,-660.87,-2.55,On Budget
P0087,501,Subcontractor,Utility Work,job,11,20915.96,230075.54,11,21444.1,235885.15,South Warehouse Project 87,Commercial Sitework,"Tonawanda, NY",2024-09-27,2025-03-27,181,496680,Medium,5809.61,2.53,0,0.0,528.14,2.53,On Budget
P0088,100,Labor,General Labor,hour,14773,33.55,495702.28,14797,32.49,480797.17,West Road Project 88,Residential Development,"Amherst, NY",2025-03-31,2026-01-29,304,296342,High,-14905.11,-3.01,24,0.16,-1.06,-3.16,On Budget
P0088,101,Labor,Equipment Operators,hour,11012,43.2,475707.14,10251,42.9,439809.07,West Road Project 88,Residential Development,"Amherst, NY",2025-03-31,2026-01-29,304,296342,High,-35898.07,-7.55,-761,-6.91,-0.3,-0.69,Under Budget
P0088,102,Labor,Supervisors,hour,4656,56.71,264022.39,4470,61.18,273458.99,West Road Project 88,Residential Development,"Amherst, NY",2025-03-31,2026-01-29,304,296342,High,9436.6,3.57,-186,-3.99,4.47,7.88,On Budget
P0088,103,Labor,Skilled Labor,hour,6226,49.99,311266.75,7179,49.23,353457.9,West Road Project 88,Residential Development,"Amherst, NY",2025-03-31,2026-01-29,304,296342,High,42191.15,13.55,953,15.31,-0.76,-1.52,Over Budget
P0088,200,Materials,Gravel,ton,7150,35.1,250954.94,7349,38.57,283425.41,West Road Project 88,Residential Development,"Amherst, NY",2025-03-31,2026-01-29,304,296342,High,32470.47,12.94,199,2.78,3.47,9.89,Over Budget
P0088,201,Materials,Concrete,cubic_yard,8696,148.3,1289632.59,9941,156.99,1560670.93,West Road Project 88,Residential Development,"Amherst, NY",2025-03-31,2026-01-29,304,296342,High,271038.34,21.02,1245,14.32,8.69,5.86,Over Budget
P0088,202,Materials,Asphalt,ton,2124,98.65,209532.58,2294,92.67,212590.07,West Road Project 88,Residential Development,"Amherst, NY",2025-03-31,2026-01-29,304,296342,High,3057.49,1.46,170,8.0,-5.98,-6.06,On Budget
P0088,203,Materials,Topsoil,cubic_yard,1229,35.21,43273.91,1315,36.55,48057.95,West Road Project 88,Residential Development,"Amherst, NY",2025-03-31,2026-01-29,304,296342,High,4784.04,11.06,86,7.0,1.34,3.81,Over Budget
P0088,300,Equipment,Excavator,hour,5342,135.69,724877.71,6102,135.51,826902.26,West Road Project 88,Residential Development,"Amherst, NY",2025-03-31,2026-01-29,304,296342,High,102024.55,14.07,760,14.23,-0.18,-0.13,Over Budget
P0088,301,Equipment,Bulldozer,hour,8500,144.83,1231095.95,9386,157.37,1477057.73,West Road Project 88,Residential Development,"Amherst, NY",2025-03-31,2026-01-29,304,296342,High,245961.78,19.98,886,10.42,12.54,8.66,Over Budget
P0088,302,Equipment,Loader,hour,2971,123.53,367009.87,3046,121.06,368742.97,West Road Project 88,Residential Development,"Amherst, NY",2025-03-31,2026-01-29,304,296342,High,1733.1,0.47,75,2.52,-2.47,-2.0,On Budget
P0088,303,Equipment,Compactor,hour,1271,100.66,127942.83,1258,107.36,135059.45,West Road Project 88,Residential Development,"Amherst, NY",2025-03-31,2026-01-29,304,296342,High,7116.62,5.56,-13,-1.02,6.7,6.66,Watch
P0088,400,Fuel,Diesel,gallon,12507,3.57,44619.52,13034,3.42,44525.84,West Road Project 88,Residential Development,"Amherst, NY",2025-03-31,2026-01-29,304,296342,High,-93.68,-0.21,527,4.21,-0.15,-4.2,On Budget
P0088,500,Subcontractor,Concrete Work,job,1,28092.16,28092.16,1,29385.82,29385.82,West Road Project 88,Residential Development,"Amherst, NY",2025-03-31,2026-01-29,304,296342,High,1293.66,4.61,0,0.0,1293.66,4.61,On Budget
P0088,501,Subcontractor,Utility Work,job,7,23705.95,165941.64,8,24985.75,199885.99,West Road Project 88,Residential Development,"Amherst, NY",2025-03-31,2026-01-29,304,296342,High,33944.35,20.46,1,14.29,1279.8,5.4,Over Budget
P0089,100,Labor,General Labor,hour,13180,32.84,432813.38,11295,34.42,388719.56,Central Warehouse Project 89,Municipal Improvement,"Tonawanda, NY",2025-04-06,2025-08-24,140,554542,Medium,-44093.82,-10.19,-1885,-14.3,1.58,4.81,Under Budget
P0089,101,Labor,Equipment Operators,hour,27520,44.87,1234910.8,28930,45.47,1315439.6,Central Warehouse Project 89,Municipal Improvement,"Tonawanda, NY",2025-04-06,2025-08-24,140,554542,Medium,80528.8,6.52,1410,5.12,0.6,1.34,Watch
P0089,102,Labor,Supervisors,hour,20519,53.2,1091643.99,22005,56.16,1235877.24,Central Warehouse Project 89,Municipal Improvement,"Tonawanda, NY",2025-04-06,2025-08-24,140,554542,Medium,144233.25,13.21,1486,7.24,2.96,5.56,Over Budget
P0089,103,Labor,Skilled Labor,hour,7215,50.49,364310.98,7276,52.74,383728.52,Central Warehouse Project 89,Municipal Improvement,"Tonawanda, NY",2025-04-06,2025-08-24,140,554542,Medium,19417.54,5.33,61,0.85,2.25,4.46,Watch
P0089,200,Materials,Gravel,ton,23859,32.73,780864.75,24773,32.4,802685.09,Central Warehouse Project 89,Municipal Improvement,"Tonawanda, NY",2025-04-06,2025-08-24,140,554542,Medium,21820.34,2.79,914,3.83,-0.33,-1.01,On Budget
P0089,201,Materials,Concrete,cubic_yard,23273,150.07,3492532.03,25168,158.2,3981700.98,Central Warehouse Project 89,Municipal Improvement,"Tonawanda, NY",2025-04-06,2025-08-24,140,554542,Medium,489168.95,14.01,1895,8.14,8.13,5.42,Over Budget
