project_id,cost_code,category,subcategory,unit,actual_quantity,actual_unit_cost,actual_cost
P0075,501,Subcontractor,Utility Work,job,3,23110.93,69332.8
P0076,100,Labor,General Labor,hour,3837,31.67,121511.8
P0076,101,Labor,Equipment Operators,hour,3131,44.16,138269.72
P0076,102,Labor,Supervisors,hour,3968,56.23,223108.42
P0076,103,Labor,Skilled Labor,hour,960,51.7,49635.11
P0076,200,Materials,Gravel,ton,3175,37.38,118679.32
P0076,201,Materials,Concrete,cubic_yard,1630,159.13,259385.65
P0076,202,Materials,Asphalt,ton,1588,90.29,143383.3
P0076,203,Materials,Topsoil,cubic_yard,1139,37.71,42955.45
P0076,300,Equipment,Excavator,hour,2099,150.97,316891.64
P0076,301,Equipment,Bulldozer,hour,2726,178.3,486055.21
P0076,302,Equipment,Loader,hour,2350,118.35,278121.79
P0076,303,Equipment,Compactor,hour,1373,97.66,134085.57
P0076,400,Fuel,Diesel,gallon,18732,3.94,73897.45
P0076,500,Subcontractor,Concrete Work,job,2,26666.45,53332.91
P0076,501,Subcontractor,Utility Work,job,1,24461.19,24461.19
P0077,100,Labor,General Labor,hour,2799,30.29,84786.23
P0077,101,Labor,Equipment Operators,hour,582,42.34,24642.35
P0077,102,Labor,Supervisors,hour,2029,58.52,118734.43
P0077,103,Labor,Skilled Labor,hour,2134,53.86,114935.61
P0077,200,Materials,Gravel,ton,2572,32.38,83284.17
P0077,201,Materials,Concrete,cubic_yard,1840,143.6,264231.32
P0077,202,Materials,Asphalt,ton,2545,90.45,230199.27
P0077,203,Materials,Topsoil,cubic_yard,1294,42.41,54876.14
P0077,300,Equipment,Excavator,hour,381,138.37,52719.9
P0077,301,Equipment,Bulldozer,hour,89,164.53,14643.1
P0077,302,Equipment,Loader,hour,1301,122.75,159700.76
P0077,303,Equipment,Compactor,hour,586,110.84,64951.37
P0077,400,Fuel,Diesel,gallon,7431,3.79,28178.07
P0077,500,Subcontractor,Concrete Work,job,1,30585.25,30585.25
P0077,501,Subcontractor,Utility Work,job,1,21055.99,21055.99
P0078,100,Labor,General Labor,hour,8847,32.57,288167.71
P0078,101,Labor,Equipment Operators,hour,7059,47.34,334149.78
P0078,102,Labor,Supervisors,hour,19079,58.24,1111191.07
P0078,103,Labor,Skilled Labor,hour,12158,50.89,618712.61
P0078,200,Materials,Gravel,ton,21469,34.34,737191.87
P0078,201,Materials,Concrete,cubic_yard,14731,155.79,2294971.82
P0078,202,Materials,Asphalt,ton,1556,99.82,155316.66
P0078,203,Materials,Topsoil,cubic_yard,9073,41.39,375501.58
P0078,300,Equipment,Excavator,hour,1805,139.48,251763.37
P0078,301,Equipment,Bulldozer,hour,7817,154.05,1204181.41
P0078,302,Equipment,Loader,hour,9360,120.7,1129709.22
P0078,303,Equipment,Compactor,hour,9398,106.38,999800.28
P0078,400,Fuel,Diesel,gallon,34955,3.58,125238.68
P0078,500,Subcontractor,Concrete Work,job,5,24971.04,124855.21
P0078,501,Subcontractor,Utility Work,job,5,20862.12,104310.58
P0079,100,Labor,General Labor,hour,1517,33.14,50268.89
P0079,101,Labor,Equipment Operators,hour,5447,40.58,221015.55
P0079,102,Labor,Supervisors,hour,941,57.03,53666.64
P0079,103,Labor,Skilled Labor,hour,1844,45.47,83855.69
P0079,200,Materials,Gravel,ton,1580,32.4,51194.07
P0079,201,Materials,Concrete,cubic_yard,3805,147.34,560618.51
P0079,202,Materials,Asphalt,ton,6268,97.14,608898.25
P0079,203,Materials,Topsoil,cubic_yard,4228,37.58,158904.45
P0079,300,Equipment,Excavator,hour,536,151.94,81438.84
P0079,301,Equipment,Bulldozer,hour,1695,176.14,298558.92
P0079,302,Equipment,Loader,hour,3096,116.47,360576.84
P0079,303,Equipment,Compactor,hour,939,93.42,87721.5
P0079,400,Fuel,Diesel,gallon,16719,4.34,72570.22
P0079,500,Subcontractor,Concrete Work,job,1,28346.37,28346.37
P0079,501,Subcontractor,Utility Work,job,1,21639.15,21639.15
P0080,100,Labor,General Labor,hour,18394,32.69,601338.68
P0080,101,Labor,Equipment Operators,hour,15795,40.51,639886.7
P0080,102,Labor,Supervisors,hour,18494,56.9,1052291.01
P0080,103,Labor,Skilled Labor,hour,3769,57.9,218235.17
P0080,200,Materials,Gravel,ton,3091,36.03,111380.98
P0080,201,Materials,Concrete,cubic_yard,20384,161.76,3297309.82
P0080,202,Materials,Asphalt,ton,15563,104.93,1632994.33
P0080,203,Materials,Topsoil,cubic_yard,16818,41.53,698381.35
P0080,300,Equipment,Excavator,hour,5878,154.98,910990.78
P0080,301,Equipment,Bulldozer,hour,4181,146.66,613184.42
P0080,302,Equipment,Loader,hour,6041,134.6,813113.89
P0080,303,Equipment,Compactor,hour,9445,99.9,943523.99
P0080,400,Fuel,Diesel,gallon,73965,4.39,324746.1
P0080,500,Subcontractor,Concrete Work,job,5,29434.98,147174.89
P0080,501,Subcontractor,Utility Work,job,12,22891.82,274701.88
P0081,100,Labor,General Labor,hour,1735,30.94,53678.48
P0081,101,Labor,Equipment Operators,hour,10290,44.26,455386.5
P0081,102,Labor,Supervisors,hour,4540,57.7,261977.69
P0081,103,Labor,Skilled Labor,hour,7045,46.97,330907.36
P0081,200,Materials,Gravel,ton,2097,34.04,71376.36
P0081,201,Materials,Concrete,cubic_yard,8091,129.03,1044009.33
P0081,202,Materials,Asphalt,ton,2737,97.39,266544.43
P0081,203,Materials,Topsoil,cubic_yard,8912,40.59,361725.86
P0081,300,Equipment,Excavator,hour,4706,135.2,636244.29
P0081,301,Equipment,Bulldozer,hour,2818,157.61,444139.97
P0081,302,Equipment,Loader,hour,3462,132.06,457202.0
P0081,303,Equipment,Compactor,hour,477,111.37,53124.68
P0081,400,Fuel,Diesel,gallon,31072,3.71,115181.13
P0081,500,Subcontractor,Concrete Work,job,4,30613.32,122453.27
P0081,501,Subcontractor,Utility Work,job,1,25690.6,25690.6
P0082,100,Labor,General Labor,hour,17647,32.07,565895.73
P0082,101,Labor,Equipment Operators,hour,4962,41.21,204487.36
P0082,102,Labor,Supervisors,hour,17925,58.14,1042178.38
P0082,103,Labor,Skilled Labor,hour,8238,54.7,450621.41
P0082,200,Materials,Gravel,ton,18500,33.39,617788.27
P0082,201,Materials,Concrete,cubic_yard,6025,153.5,924842.22
P0082,202,Materials,Asphalt,ton,13293,94.48,1255948.7
P0082,203,Materials,Topsoil,cubic_yard,7799,38.27,298429.32
P0082,300,Equipment,Excavator,hour,4530,142.52,645595.67
P0082,301,Equipment,Bulldozer,hour,9244,165.26,1527693.14
P0082,302,Equipment,Loader,hour,8714,126.83,1105208.31
P0082,303,Equipment,Compactor,hour,8277,92.27,763735.2
P0082,400,Fuel,Diesel,gallon,7790,3.84,29946.38
P0082,500,Subcontractor,Concrete Work,job,4,27361.9,109447.59
P0082,501,Subcontractor,Utility Work,job,7,22724.85,159073.93
P0083,100,Labor,General Labor,hour,5913,30.82,182224.23
P0083,101,Labor,Equipment Operators,hour,4409,39.4,173720.28
P0083,102,Labor,Supervisors,hour,11238,52.39,588705.7
P0083,103,Labor,Skilled Labor,hour,3329,44.33,147562.77
P0083,200,Materials,Gravel,ton,13719,33.98,466227.59
P0083,201,Materials,Concrete,cubic_yard,13308,157.02,2089648.27
P0083,202,Materials,Asphalt,ton,7754,101.91,790243.83
P0083,203,Materials,Topsoil,cubic_yard,13239,41.45,548809.42
P0083,300,Equipment,Excavator,hour,4039,120.86,488157.42
P0083,301,Equipment,Bulldozer,hour,5552,169.46,940840.82
P0083,302,Equipment,Loader,hour,1181,131.62,155447.1
P0083,303,Equipment,Compactor,hour,2809,92.44,259659.27
P0083,400,Fuel,Diesel,gallon,60889,4.16,253371.69
P0083,500,Subcontractor,Concrete Work,job,8,26891.49,215131.93
P0083,501,Subcontractor,Utility Work,job,4,22575.39,90301.55
P0084,100,Labor,General Labor,hour,25018,33.99,850401.75
P0084,101,Labor,Equipment Operators,hour,26564,44.45,1180667.12
P0084,102,Labor,Supervisors,hour,23287,55.12,1283681.54
P0084,103,Labor,Skilled Labor,hour,2760,49.99,137962.81
P0084,200,Materials,Gravel,ton,1320,33.27,43921.19
P0084,201,Materials,Concrete,cubic_yard,1253,141.7,177547.76
P0084,202,Materials,Asphalt,ton,11234,96.37,1082566.99
P0084,203,Materials,Topsoil,cubic_yard,11040,43.43,479484.27
P0084,300,Equipment,Excavator,hour,940,148.43,139521.23
P0084,301,Equipment,Bulldozer,hour,4682,133.59,625469.33
P0084,302,Equipment,Loader,hour,5047,128.61,649112.71
P0084,303,Equipment,Compactor,hour,11758,97.64,1148104.0
P0084,400,Fuel,Diesel,gallon,55141,4.14,228184.2
P0084,500,Subcontractor,Concrete Work,job,2,27509.74,55019.49
P0084,501,Subcontractor,Utility Work,job,11,25087.24,275959.67
P0085,100,Labor,General Labor,hour,1825,32.92,60071.08
P0085,101,Labor,Equipment Operators,hour,2857,44.24,126405.34
P0085,102,Labor,Supervisors,hour,1238,53.74,66532.98
P0085,103,Labor,Skilled Labor,hour,2364,56.08,132562.45
P0085,200,Materials,Gravel,ton,2865,37.99,108827.12
P0085,201,Materials,Concrete,cubic_yard,4630,147.89,684722.12
P0085,202,Materials,Asphalt,ton,4590,91.92,421929.75
P0085,203,Materials,Topsoil,cubic_yard,1664,34.75,57820.95
P0085,300,Equipment,Excavator,hour,2790,142.24,396845.99
P0085,301,Equipment,Bulldozer,hour,2377,163.35,388290.07
P0085,302,Equipment,Loader,hour,1137,122.42,139191.64
P0085,303,Equipment,Compactor,hour,1560,90.19,140702.9
P0085,400,Fuel,Diesel,gallon,8362,4.43,37075.93
P0085,500,Subcontractor,Concrete Work,job,1,26320.09,26320.09
P0085,501,Subcontractor,Utility Work,job,3,21404.01,64212.03
P0086,100,Labor,General Labor,hour,11590,31.6,366208.91
P0086,101,Labor,Equipment Operators,hour,11938,45.68,545344.15
P0086,102,Labor,Supervisors,hour,5713,48.44,276746.4
P0086,103,Labor,Skilled Labor,hour,4955,47.89,237281.17
P0086,200,Materials,Gravel,ton,6135,35.04,214984.66
P0086,201,Materials,Concrete,cubic_yard,9856,142.05,1400026.97
P0086,202,Materials,Asphalt,ton,4532,94.51,428326.99
P0086,203,Materials,Topsoil,cubic_yard,9778,36.23,354260.8
P0086,300,Equipment,Excavator,hour,4277,144.37,617454.14
P0086,301,Equipment,Bulldozer,hour,4178,149.01,622575.98
P0086,302,Equipment,Loader,hour,3925,126.85,497870.51
P0086,303,Equipment,Compactor,hour,7070,103.39,730936.23
P0086,400,Fuel,Diesel,gallon,16718,4.03,67387.07
P0086,500,Subcontractor,Concrete Work,job,3,26938.21,80814.64
P0086,501,Subcontractor,Utility Work,job,8,25681.28,205450.26
P0087,100,Labor,General Labor,hour,23771,33.88,805395.95
P0087,101,Labor,Equipment Operators,hour,11855,40.21,476646.97
P0087,102,Labor,Supervisors,hour,8226,57.69,474516.84
P0087,103,Labor,Skilled Labor,hour,7358,51.58,379548.46
P0087,200,Materials,Gravel,ton,23774,36.92,877714.93
P0087,201,Materials,Concrete,cubic_yard,5836,140.26,818586.15
P0087,202,Materials,Asphalt,ton,3256,107.75,350829.95
P0087,203,Materials,Topsoil,cubic_yard,17976,37.08,666545.8
P0087,300,Equipment,Excavator,hour,1806,134.78,243406.04
P0087,301,Equipment,Bulldozer,hour,2904,176.43,512359.9
P0087,302,Equipment,Loader,hour,10565,139.85,1477510.45
P0087,303,Equipment,Compactor,hour,3749,93.49,350481.94
P0087,400,Fuel,Diesel,gallon,36080,4.1,147842.51
P0087,500,Subcontractor,Concrete Work,job,12,25218.31,302619.73
P0087,501,Subcontractor,Utility Work,job,11,21444.1,235885.15
P0088,100,Labor,General Labor,hour,14797,32.49,480797.17
P0088,101,Labor,Equipment Operators,hour,10251,42.9,439809.07
P0088,102,Labor,Supervisors,hour,4470,61.18,273458.99
P0088,103,Labor,Skilled Labor,hour,7179,49.23,353457.9
P0088,200,Materials,Gravel,ton,7349,38.57,283425.41
P0088,201,Materials,Concrete,cubic_yard,9941,156.99,1560670.93
P0088,202,Materials,Asphalt,ton,2294,92.67,212590.07
P0088,203,Materials,Topsoil,cubic_yard,1315,36.55,48057.95
P0088,300,Equipment,Excavator,hour,6102,135.51,826902.26
P0088,301,Equipment,Bulldozer,hour,9386,157.37,1477057.73
P0088,302,Equipment,Loader,hour,3046,121.06,368742.97
P0088,303,Equipment,Compactor,hour,1258,107.36,135059.45
P0088,400,Fuel,Diesel,gallon,13034,3.42,44525.84
P0088,500,Subcontractor,Concrete Work,job,1,29385.82,29385.82
P0088,501,Subcontractor,Utility Work,job,8,24985.75,199885.99
P0089,100,Labor,General Labor,hour,11295,34.42,388719.56
P0089,101,Labor,Equipment Operators,hour,28930,45.47,1315439.6
P0089,102,Labor,Supervisors,hour,22005,56.16,1235877.24
P0089,103,Labor,Skilled Labor,hour,7276,52.74,383728.52
P0089,200,Materials,Gravel,ton,24773,32.4,802685.09
P0089,201,Materials,Concrete,cubic_yard,25168,158.2,3981700.98
P0089,202,Materials,Asphalt,ton,23590,102.94,2428251.29
P0089,203,Materials,Topsoil,cubic_yard,29124,41.97,1222311.24
P0089,300,Equipment,Excavator,hour,1936,134.32,260048.37
P0089,301,Equipment,Bulldozer,hour,13029,176.16,2295204.32
P0089,302,Equipment,Loader,hour,2804,114.15,320078.14
P0089,303,Equipment,Compactor,hour,12029,91.95,1106100.07
P0089,400,Fuel,Diesel,gallon,114892,4.08,468890.75
P0089,500,Subcontractor,Concrete Work,job,7,27551.05,192857.35
P0089,501,Subcontractor,Utility Work,job,7,24334.6,170342.21
P0090,100,Labor,General Labor,hour,1919,31.47,60389.51
P0090,101,Labor,Equipment Operators,hour,2348,44.74,105060.08
P0090,102,Labor,Supervisors,hour,1599,60.37,96537.56
P0090,103,Labor,Skilled Labor,hour,2155,46.78,100811.51
P0090,200,Materials,Gravel,ton,1509,32.94,49710.95
P0090,201,Materials,Concrete,cubic_yard,2060,147.5,303844.95
P0090,202,Materials,Asphalt,ton,645,91.61,59086.97
P0090,203,Materials,Topsoil,cubic_yard,2525,37.69,95158.11
P0090,300,Equipment,Excavator,hour,907,138.98,126057.34
P0090,301,Equipment,Bulldozer,hour,110,179.38,19732.0
P0090,302,Equipment,Loader,hour,1041,137.22,142846.34
P0090,303,Equipment,Compactor,hour,307,91.89,28209.99
P0090,400,Fuel,Diesel,gallon,3187,4.0,12740.63
P0090,500,Subcontractor,Concrete Work,job,1,29568.7,29568.7
P0090,501,Subcontractor,Utility Work,job,1,21005.16,21005.16
P0091,100,Labor,General Labor,hour,508,34.16,17353.58
P0091,101,Labor,Equipment Operators,hour,1900,42.96,81625.83
P0091,102,Labor,Supervisors,hour,1878,53.43,100350.28
P0091,103,Labor,Skilled Labor,hour,1332,51.03,67978.35
P0091,200,Materials,Gravel,ton,1038,29.51,30631.69
P0091,201,Materials,Concrete,cubic_yard,1291,150.83,194719.95
P0091,202,Materials,Asphalt,ton,213,100.92,21495.56
P0091,203,Materials,Topsoil,cubic_yard,475,41.28,19607.35
P0091,300,Equipment,Excavator,hour,214,127.72,27331.94
P0091,301,Equipment,Bulldozer,hour,732,168.95,123672.99
P0091,302,Equipment,Loader,hour,300,124.09,37226.03
P0091,303,Equipment,Compactor,hour,1028,93.41,96027.22
P0091,400,Fuel,Diesel,gallon,7620,3.86,29423.19
P0091,500,Subcontractor,Concrete Work,job,1,29882.83,29882.83
P0091,501,Subcontractor,Utility Work,job,1,24274.39,24274.39
P0092,100,Labor,General Labor,hour,19400,37.11,719937.28
P0092,101,Labor,Equipment Operators,hour,11272,44.56,502224.31
P0092,102,Labor,Supervisors,hour,13316,55.65,740969.89
P0092,103,Labor,Skilled Labor,hour,16335,48.24,788022.18
P0092,200,Materials,Gravel,ton,8704,33.51,291670.77
P0092,201,Materials,Concrete,cubic_yard,20632,140.12,2891019.29
P0092,202,Materials,Asphalt,ton,13310,99.77,1327879.64
P0092,203,Materials,Topsoil,cubic_yard,20551,41.45,851905.97
P0092,300,Equipment,Excavator,hour,14160,152.22,2155381.49
P0092,301,Equipment,Bulldozer,hour,2394,166.79,399294.02
P0092,302,Equipment,Loader,hour,5672,117.79,668094.49
P0092,303,Equipment,Compactor,hour,6848,101.3,693668.36
P0092,400,Fuel,Diesel,gallon,45657,3.89,177719.03
P0092,500,Subcontractor,Concrete Work,job,5,28454.24,142271.21
P0092,501,Subcontractor,Utility Work,job,12,22048.58,264582.91
P0093,100,Labor,General Labor,hour,4446,32.55,144710.14
P0093,101,Labor,Equipment Operators,hour,16007,44.08,705562.28
P0093,102,Labor,Supervisors,hour,5716,57.92,331045.93
P0093,103,Labor,Skilled Labor,hour,3230,52.75,170395.02
P0093,200,Materials,Gravel,ton,18125,36.28,657648.05
P0093,201,Materials,Concrete,cubic_yard,15808,167.04,2640628.37
P0093,202,Materials,Asphalt,ton,14063,100.56,1414236.77
P0093,203,Materials,Topsoil,cubic_yard,1922,42.02,80763.13
P0093,300,Equipment,Excavator,hour,1413,136.37,192692.3
P0093,301,Equipment,Bulldozer,hour,489,162.32,79376.63
P0093,302,Equipment,Loader,hour,876,124.81,109329.7
P0093,303,Equipment,Compactor,hour,878,96.28,84536.72
P0093,400,Fuel,Diesel,gallon,14557,4.51,65630.07
P0093,500,Subcontractor,Concrete Work,job,5,33559.08,167795.4
P0093,501,Subcontractor,Utility Work,job,5,21366.12,106830.58
P0094,100,Labor,General Labor,hour,11184,36.18,404602.02
P0094,101,Labor,Equipment Operators,hour,3942,39.16,154383.96
P0094,102,Labor,Supervisors,hour,2955,65.44,193378.38
P0094,103,Labor,Skilled Labor,hour,3164,47.31,149701.35
P0094,200,Materials,Gravel,ton,8256,37.61,310527.1
P0094,201,Materials,Concrete,cubic_yard,5849,171.2,1001347.14
P0094,202,Materials,Asphalt,ton,7070,96.74,683943.02
P0094,203,Materials,Topsoil,cubic_yard,4175,41.42,172928.7
P0094,300,Equipment,Excavator,hour,1372,142.3,195239.32
P0094,301,Equipment,Bulldozer,hour,791,157.76,124787.3
P0094,302,Equipment,Loader,hour,370,127.38,47131.11
P0094,303,Equipment,Compactor,hour,3527,93.08,328301.32
P0094,400,Fuel,Diesel,gallon,11321,4.2,47542.86
P0094,500,Subcontractor,Concrete Work,job,1,28816.62,28816.62
P0094,501,Subcontractor,Utility Work,job,8,23141.46,185131.72
P0095,100,Labor,General Labor,hour,3695,37.29,137804.43
P0095,101,Labor,Equipment Operators,hour,6137,39.93,245073.83
P0095,102,Labor,Supervisors,hour,6954,57.8,401918.72
P0095,103,Labor,Skilled Labor,hour,9066,46.65,422947.96
P0095,200,Materials,Gravel,ton,17339,37.91,657387.21
P0095,201,Materials,Concrete,cubic_yard,848,151.34,128334.53
P0095,202,Materials,Asphalt,ton,1859,91.03,169229.4
P0095,203,Materials,Topsoil,cubic_yard,1483,37.82,56082.71
P0095,300,Equipment,Excavator,hour,1501,141.13,211828.94
P0095,301,Equipment,Bulldozer,hour,3306,161.94,535379.14
P0095,302,Equipment,Loader,hour,10115,122.92,1243293.31
P0095,303,Equipment,Compactor,hour,7856,93.61,735362.48
P0095,400,Fuel,Diesel,gallon,32577,4.38,142847.31
P0095,500,Subcontractor,Concrete Work,job,6,29896.25,179377.51
P0095,501,Subcontractor,Utility Work,job,11,21987.6,241863.63
P0096,100,Labor,General Labor,hour,1165,34.91,40675.54
P0096,101,Labor,Equipment Operators,hour,712,44.57,31736.57
P0096,102,Labor,Supervisors,hour,637,55.01,35043.09
P0096,103,Labor,Skilled Labor,hour,1944,48.61,94503.58
P0096,200,Materials,Gravel,ton,1670,35.02,58486.02
P0096,201,Materials,Concrete,cubic_yard,1127,159.52,179783.64
P0096,202,Materials,Asphalt,ton,888,93.49,83014.71
P0096,203,Materials,Topsoil,cubic_yard,2005,38.47,77126.02
P0096,300,Equipment,Excavator,hour,845,145.67,123092.59
P0096,301,Equipment,Bulldozer,hour,584,138.03,80609.76
P0096,302,Equipment,Loader,hour,591,132.46,78282.71
P0096,303,Equipment,Compactor,hour,428,104.25,44617.31
P0096,400,Fuel,Diesel,gallon,3525,4.2,14804.88
P0096,500,Subcontractor,Concrete Work,job,1,26096.85,26096.85
P0096,501,Subcontractor,Utility Work,job,1,21505.75,21505.75
P0097,100,Labor,General Labor,hour,3386,32.36,109566.16
P0097,101,Labor,Equipment Operators,hour,10942,38.33,419381.44
P0097,102,Labor,Supervisors,hour,5713,50.16,286547.64
P0097,103,Labor,Skilled Labor,hour,6587,52.93,348662.29
P0097,200,Materials,Gravel,ton,2246,32.22,72364.83
P0097,201,Materials,Concrete,cubic_yard,11507,164.57,1893761.25
P0097,202,Materials,Asphalt,ton,2505,88.74,222293.17
P0097,203,Materials,Topsoil,cubic_yard,8396,34.86,292646.83
P0097,300,Equipment,Excavator,hour,6506,133.88,871053.28
P0097,301,Equipment,Bulldozer,hour,1563,155.26,242665.38
P0097,302,Equipment,Loader,hour,4276,115.6,494312.5
P0097,303,Equipment,Compactor,hour,3516,106.78,375441.47
P0097,400,Fuel,Diesel,gallon,56872,3.89,221251.63
P0097,500,Subcontractor,Concrete Work,job,6,28083.93,168503.6
P0097,501,Subcontractor,Utility Work,job,8,24255.34,194042.72
P0098,100,Labor,General Labor,hour,27590,34.21,943797.31
P0098,101,Labor,Equipment Operators,hour,24880,40.74,1013690.33
P0098,102,Labor,Supervisors,hour,13123,62.26,816980.33
P0098,103,Labor,Skilled Labor,hour,13396,49.51,663230.82
P0098,200,Materials,Gravel,ton,13229,34.14,451606.62
P0098,201,Materials,Concrete,cubic_yard,3695,162.95,602087.93
P0098,202,Materials,Asphalt,ton,2799,95.69,267843.79
P0098,203,Materials,Topsoil,cubic_yard,15122,36.46,551331.57
P0098,300,Equipment,Excavator,hour,12417,142.05,1763827.17
P0098,301,Equipment,Bulldozer,hour,10680,153.31,1637317.75
P0098,302,Equipment,Loader,hour,4132,135.95,561727.43
P0098,303,Equipment,Compactor,hour,884,92.08,81402.19
P0098,400,Fuel,Diesel,gallon,7503,4.06,30493.04
P0098,500,Subcontractor,Concrete Work,job,10,29995.38,299953.85
P0098,501,Subcontractor,Utility Work,job,6,21937.16,131622.98
P0099,100,Labor,General Labor,hour,31489,31.14,980622.22
P0099,101,Labor,Equipment Operators,hour,6631,45.62,302517.6
P0099,102,Labor,Supervisors,hour,21625,57.03,1233265.63
P0099,103,Labor,Skilled Labor,hour,3501,45.74,160135.86
P0099,200,Materials,Gravel,ton,22116,36.86,815280.3
P0099,201,Materials,Concrete,cubic_yard,5718,149.49,854798.64
P0099,202,Materials,Asphalt,ton,28970,96.99,2809670.44
P0099,203,Materials,Topsoil,cubic_yard,9395,43.06,404589.04
P0099,300,Equipment,Excavator,hour,3327,130.29,433488.34
P0099,301,Equipment,Bulldozer,hour,11495,160.41,1843956.89
P0099,302,Equipment,Loader,hour,3543,123.76,438475.15
P0099,303,Equipment,Compactor,hour,8941,94.88,848347.19
P0099,400,Fuel,Diesel,gallon,119156,4.07,484825.04
P0099,500,Subcontractor,Concrete Work,job,8,29063.72,232509.73
P0099,501,Subcontractor,Utility Work,job,14,24983.05,349762.7
P0100,100,Labor,General Labor,hour,1951,30.58,59660.49
P0100,101,Labor,Equipment Operators,hour,5977,46.94,280562.73
P0100,102,Labor,Supervisors,hour,9804,53.13,520893.75
P0100,103,Labor,Skilled Labor,hour,10707,52.17,558583.01
P0100,200,Materials,Gravel,ton,10296,38.1,392249.6
P0100,201,Materials,Concrete,cubic_yard,16227,158.74,2575911.56
P0100,202,Materials,Asphalt,ton,3626,86.8,314748.97
P0100,203,Materials,Topsoil,cubic_yard,16528,39.76,657074.45
P0100,300,Equipment,Excavator,hour,3647,138.94,506716.98
P0100,301,Equipment,Bulldozer,hour,7572,170.1,1287978.37
P0100,302,Equipment,Loader,hour,8055,119.24,960497.55
P0100,303,Equipment,Compactor,hour,2031,94.78,192495.27
P0100,400,Fuel,Diesel,gallon,58077,3.98,231275.45
P0100,500,Subcontractor,Concrete Work,job,5,30607.81,153039.04
P0100,501,Subcontractor,Utility Work,job,5,22637.06,113185.3
P0101,100,Labor,General Labor,hour,22034,35.6,784397.63
P0101,101,Labor,Equipment Operators,hour,13808,44.25,610953.69
P0101,102,Labor,Supervisors,hour,11789,55.05,649011.0
P0101,103,Labor,Skilled Labor,hour,23693,50.59,1198536.77
P0101,200,Materials,Gravel,ton,9988,34.23,341932.09
P0101,201,Materials,Concrete,cubic_yard,13623,125.89,1715026.26
P0101,202,Materials,Asphalt,ton,10939,100.96,1104407.33
P0101,203,Materials,Topsoil,cubic_yard,1237,40.58,50194.22
P0101,300,Equipment,Excavator,hour,3889,138.69,539375.9
P0101,301,Equipment,Bulldozer,hour,12393,152.86,1894366.63
P0101,302,Equipment,Loader,hour,8005,144.01,1152812.13
P0101,303,Equipment,Compactor,hour,6167,90.31,556944.33
P0101,400,Fuel,Diesel,gallon,95733,3.67,351265.17
P0101,500,Subcontractor,Concrete Work,job,3,28140.71,84422.14
P0101,501,Subcontractor,Utility Work,job,3,22568.49,67705.46
P0102,100,Labor,General Labor,hour,13623,33.42,455255.38
P0102,101,Labor,Equipment Operators,hour,9409,43.35,407908.61
P0102,102,Labor,Supervisors,hour,1866,57.86,107959.83
P0102,103,Labor,Skilled Labor,hour,2132,54.53,116262.35
P0102,200,Materials,Gravel,ton,4769,33.09,157813.7
P0102,201,Materials,Concrete,cubic_yard,5021,156.2,784303.31
P0102,202,Materials,Asphalt,ton,6975,82.34,574320.33
P0102,203,Materials,Topsoil,cubic_yard,9856,40.29,397112.63
P0102,300,Equipment,Excavator,hour,545,144.91,78976.03
P0102,301,Equipment,Bulldozer,hour,9786,186.04,1820610.04
P0102,302,Equipment,Loader,hour,5361,111.96,600243.45
P0102,303,Equipment,Compactor,hour,438,98.62,43197.25
P0102,400,Fuel,Diesel,gallon,32139,3.75,120583.6
P0102,500,Subcontractor,Concrete Work,job,6,26321.73,157930.35
P0102,501,Subcontractor,Utility Work,job,9,24533.49,220801.39
P0103,100,Labor,General Labor,hour,14575,32.66,476064.02
P0103,101,Labor,Equipment Operators,hour,8788,40.51,356024.9
P0103,102,Labor,Supervisors,hour,8499,53.7,456364.24
P0103,103,Labor,Skilled Labor,hour,9990,52.5,524471.23
P0103,200,Materials,Gravel,ton,6528,35.55,232093.34
P0103,201,Materials,Concrete,cubic_yard,12393,141.41,1752538.87
P0103,202,Materials,Asphalt,ton,7920,91.43,724158.15
P0103,203,Materials,Topsoil,cubic_yard,6192,37.79,233977.54
P0103,300,Equipment,Excavator,hour,1792,128.43,230143.43
P0103,301,Equipment,Bulldozer,hour,3785,169.23,640520.98
P0103,302,Equipment,Loader,hour,6051,129.82,785567.36
P0103,303,Equipment,Compactor,hour,8041,107.27,862572.47
P0103,400,Fuel,Diesel,gallon,33064,4.15,137185.76
P0103,500,Subcontractor,Concrete Work,job,7,27237.85,190664.97
P0103,501,Subcontractor,Utility Work,job,9,24359.07,219231.59
P0104,100,Labor,General Labor,hour,7249,33.35,241753.25
P0104,101,Labor,Equipment Operators,hour,7667,47.57,364690.69
P0104,102,Labor,Supervisors,hour,1397,55.06,76912.66
P0104,103,Labor,Skilled Labor,hour,11817,49.42,583989.66
P0104,200,Materials,Gravel,ton,11821,37.91,448188.87
P0104,201,Materials,Concrete,cubic_yard,3333,151.88,506206.35
P0104,202,Materials,Asphalt,ton,4366,92.23,402668.85
P0104,203,Materials,Topsoil,cubic_yard,11295,42.26,477356.38
P0104,300,Equipment,Excavator,hour,686,154.61,106064.13
P0104,301,Equipment,Bulldozer,hour,4361,178.62,778957.09
P0104,302,Equipment,Loader,hour,7915,133.21,1054317.91
P0104,303,Equipment,Compactor,hour,598,103.17,61696.53
P0104,400,Fuel,Diesel,gallon,44705,4.0,178818.76
