project_id,cost_code,category,subcategory,unit,estimated_quantity,estimated_unit_cost,estimated_cost,actual_quantity,actual_unit_cost,actual_cost,variance,variance_pct,budget_status
P0048,501,Subcontractor,Utility Work,job,9,21714.63,195431.68,9,22388.11,201493.01,6061.330000000016,3.1015084146030043,On Budget
P0049,100,Labor,General Labor,hour,860,29.72,25557.71,1014,33.16,33623.72,8066.010000000002,31.559987181950195,Over Budget
P0049,101,Labor,Equipment Operators,hour,2899,43.93,127339.5,2928,41.41,121234.49,-6105.009999999995,-4.794278287569838,On Budget
P0049,102,Labor,Supervisors,hour,602,55.98,33698.78,661,55.5,36683.34,2984.5599999999977,8.856581751624235,Watch
P0049,103,Labor,Skilled Labor,hour,2112,45.14,95339.05,2276,46.7,106287.05,10948.0,11.483227491778027,Over Budget
P0049,200,Materials,Gravel,ton,1374,33.4,45896.01,1450,35.22,51076.03,5180.019999999997,11.286427730863743,Over Budget
P0049,201,Materials,Concrete,cubic_yard,1013,154.52,156525.75,1158,157.96,182921.6,26395.850000000006,16.8635831484596,Over Budget
P0049,202,Materials,Asphalt,ton,2500,88.72,221798.91,2396,88.77,212692.01,-9106.899999999994,-4.105926399728472,On Budget
P0049,203,Materials,Topsoil,cubic_yard,2418,40.32,97499.59,2555,39.73,101502.33,4002.7400000000052,4.10539162267247,On Budget
P0049,300,Equipment,Excavator,hour,1302,131.62,171365.28,1677,150.64,252626.84,81261.56,47.420084161739176,Over Budget
P0049,301,Equipment,Bulldozer,hour,1242,153.4,190516.91,1314,151.79,199456.87,8939.959999999992,4.692475854243066,On Budget
P0049,302,Equipment,Loader,hour,1453,113.19,164470.78,1381,113.56,156821.65,-7649.130000000005,-4.65075316113902,On Budget
P0049,303,Equipment,Compactor,hour,725,94.09,68215.79,918,104.42,95856.13,27640.34000000001,40.51897661817009,Over Budget
P0049,400,Fuel,Diesel,gallon,11552,3.56,41124.76,11863,3.59,42644.3,1519.5400000000009,3.69495165442911,On Budget
P0049,500,Subcontractor,Concrete Work,job,1,29844.54,29844.54,1,30878.95,30878.95,1034.4099999999999,3.4659941148364153,On Budget
P0049,501,Subcontractor,Utility Work,job,1,21264.32,21264.32,1,22266.68,22266.68,1002.3600000000006,4.71381168078735,On Budget
P0050,100,Labor,General Labor,hour,1642,29.86,49027.17,1743,29.84,52004.22,2977.050000000003,6.072245246870263,Watch
P0050,101,Labor,Equipment Operators,hour,1292,41.91,54149.64,1378,43.2,59529.66,5380.020000000004,9.935467715020827,Watch
P0050,102,Labor,Supervisors,hour,1277,51.92,66295.5,1201,52.6,63169.89,-3125.6100000000006,-4.714663891214337,On Budget
P0050,103,Labor,Skilled Labor,hour,930,44.55,41431.65,931,45.3,42171.54,739.8899999999994,1.7858086752518894,On Budget
P0050,200,Materials,Gravel,ton,2145,33.23,71281.85,2117,36.15,76525.22,5243.369999999995,7.355827605484419,Watch
P0050,201,Materials,Concrete,cubic_yard,801,155.72,124734.39,808,147.34,119048.69,-5685.699999999997,-4.558245725176511,On Budget
P0050,202,Materials,Asphalt,ton,2433,84.71,206103.48,2485,83.2,206749.83,646.3499999999767,0.31360460289170117,On Budget
P0050,203,Materials,Topsoil,cubic_yard,110,37.43,4117.73,113,38.2,4316.36,198.6300000000001,4.823774263975543,On Budget
P0050,300,Equipment,Excavator,hour,1011,142.47,144032.99,1019,149.0,151833.82,7800.830000000016,5.416002264481225,Watch
P0050,301,Equipment,Bulldozer,hour,174,160.02,27843.42,175,170.03,29755.27,1911.8500000000022,6.866433792975153,Watch
P0050,302,Equipment,Loader,hour,1226,122.88,150653.55,1309,126.63,165762.51,15108.960000000021,10.028943891464902,Over Budget
P0050,303,Equipment,Compactor,hour,798,89.44,71370.87,929,92.22,85674.82,14303.950000000012,20.041720102333084,Over Budget
P0050,400,Fuel,Diesel,gallon,5442,3.56,19399.98,6243,3.83,23927.58,4527.600000000002,23.33816838986433,Over Budget
P0050,500,Subcontractor,Concrete Work,job,1,26725.93,26725.93,1,25679.79,25679.79,-1046.1399999999994,-3.914325899978034,On Budget
P0050,501,Subcontractor,Utility Work,job,1,20760.44,20760.44,1,20106.38,20106.38,-654.0599999999977,-3.1505112608403176,On Budget
P0051,100,Labor,General Labor,hour,3509,34.38,120640.94,3628,35.0,126988.86,6347.919999999998,5.261829027525812,Watch
P0051,101,Labor,Equipment Operators,hour,4656,42.02,195634.29,4783,41.93,200534.59,4900.299999999988,2.504826735640254,On Budget
P0051,102,Labor,Supervisors,hour,3255,58.99,192009.79,3487,61.53,214540.68,22530.889999999985,11.734240217647226,Over Budget
P0051,103,Labor,Skilled Labor,hour,5597,45.12,252561.66,5491,44.11,242195.44,-10366.220000000001,-4.104431369353527,On Budget
P0051,200,Materials,Gravel,ton,6573,34.2,224788.05,6898,33.09,228262.84,3474.790000000008,1.5458072615514964,On Budget
P0051,201,Materials,Concrete,cubic_yard,816,148.32,121028.32,755,154.67,116776.75,-4251.570000000007,-3.512872028629338,On Budget
P0051,202,Materials,Asphalt,ton,405,86.4,34991.31,428,89.51,38312.34,3321.029999999999,9.491013625954556,Watch
P0051,203,Materials,Topsoil,cubic_yard,4238,39.03,165405.48,4098,38.19,156483.7,-8921.779999999999,-5.393884168771191,Under Budget
P0051,300,Equipment,Excavator,hour,162,145.0,23490.46,164,148.37,24332.41,841.9500000000007,3.584220998652222,On Budget
P0051,301,Equipment,Bulldozer,hour,1876,145.13,272258.09,2389,166.33,397356.36,125098.26999999996,45.94841240530261,Over Budget
P0051,302,Equipment,Loader,hour,3622,123.78,448322.8,4011,129.42,519113.72,70790.91999999998,15.790167263409307,Over Budget
P0051,303,Equipment,Compactor,hour,3086,99.59,307347.66,3046,101.19,308234.49,886.8300000000163,0.288542948399222,On Budget
P0051,400,Fuel,Diesel,gallon,10375,3.82,39632.41,11675,4.16,48534.39,8901.979999999996,22.461364322785304,Over Budget
P0051,500,Subcontractor,Concrete Work,job,3,26113.61,78340.82,3,26210.84,78632.51,291.6899999999878,0.3723346270820088,On Budget
P0051,501,Subcontractor,Utility Work,job,2,22103.02,44206.04,2,23524.92,47049.85,2843.8099999999977,6.43308018542262,Watch
P0052,100,Labor,General Labor,hour,5930,31.17,184859.98,7477,34.57,258443.12,73583.13999999998,39.804797122665484,Over Budget
P0052,101,Labor,Equipment Operators,hour,6765,43.52,294406.93,6984,45.78,319749.11,25342.179999999993,8.607874821424888,Watch
P0052,102,Labor,Supervisors,hour,4134,55.51,229459.66,4133,57.14,236147.86,6688.1999999999825,2.914760703471792,On Budget
P0052,103,Labor,Skilled Labor,hour,5755,45.47,261678.31,6100,44.53,271652.5,9974.190000000002,3.811622751614378,On Budget
P0052,200,Materials,Gravel,ton,6325,32.86,207836.77,7020,35.28,247695.38,39858.610000000015,19.177843266136215,Over Budget
P0052,201,Materials,Concrete,cubic_yard,2460,139.85,344036.42,2245,142.54,319998.13,-24038.28999999998,-6.98713525736606,Under Budget
P0052,202,Materials,Asphalt,ton,5294,85.77,454055.17,5379,81.98,440984.49,-13070.679999999993,-2.8786545916876123,On Budget
P0052,203,Materials,Topsoil,cubic_yard,2159,39.35,84966.22,2223,41.38,91994.48,7028.259999999995,8.27182849843149,Watch
P0052,300,Equipment,Excavator,hour,1740,141.88,246863.01,1823,142.14,259130.27,12267.25999999998,4.9692580512568405,On Budget
P0052,301,Equipment,Bulldozer,hour,1624,147.29,239193.84,1670,139.98,233764.86,-5428.9800000000105,-2.26969891866781,On Budget
P0052,302,Equipment,Loader,hour,953,112.77,107472.17,1085,121.66,131997.6,24525.430000000008,22.820261282525518,Over Budget
P0052,303,Equipment,Compactor,hour,1253,87.93,110172.14,1468,93.16,136754.3,26582.15999999999,24.127842120521567,Over Budget
P0052,400,Fuel,Diesel,gallon,13828,3.57,49302.88,12921,3.66,47238.1,-2064.779999999999,-4.187950075127455,On Budget
P0052,500,Subcontractor,Concrete Work,job,1,27477.58,27477.58,1,29138.28,29138.28,1660.699999999997,6.043836465947863,Watch
P0052,501,Subcontractor,Utility Work,job,3,20645.35,61936.05,3,21552.79,64658.38,2722.3299999999945,4.395388469235598,On Budget
P0053,100,Labor,General Labor,hour,11412,30.44,347362.83,12674,32.65,413790.68,66427.84999999998,19.12347674044456,Over Budget
P0053,101,Labor,Equipment Operators,hour,9331,39.39,367573.46,8367,43.89,367213.92,-359.54000000003725,-0.09781446135965237,On Budget
P0053,102,Labor,Supervisors,hour,12574,57.12,718168.15,14531,58.69,852865.8,134697.65000000002,18.75572593967026,Over Budget
P0053,103,Labor,Skilled Labor,hour,1595,47.26,75379.46,1677,46.36,77741.08,2361.6199999999953,3.132975481649769,On Budget
P0053,200,Materials,Gravel,ton,2429,35.22,85556.28,2327,36.81,85652.89,96.61000000000058,0.11291982306851185,On Budget
P0053,201,Materials,Concrete,cubic_yard,9603,156.5,1502853.77,10266,159.55,1637935.98,135082.20999999996,8.98838015357941,Watch
P0053,202,Materials,Asphalt,ton,455,95.38,43399.94,462,94.61,43709.58,309.6399999999994,0.7134572075445252,On Budget
P0053,203,Materials,Topsoil,cubic_yard,2822,38.4,108377.3,2814,36.3,102151.43,-6225.87000000001,-5.744625488916968,Under Budget
P0053,300,Equipment,Excavator,hour,1971,132.18,260524.51,2303,134.93,310739.83,50215.32000000001,19.27470087171453,Over Budget
P0053,301,Equipment,Bulldozer,hour,5674,156.78,889556.31,5809,171.17,994329.45,104773.1399999999,11.778134652318963,Over Budget
P0053,302,Equipment,Loader,hour,3320,112.51,373548.91,3244,113.67,368733.32,-4815.589999999967,-1.2891457774565498,On Budget
P0053,303,Equipment,Compactor,hour,1833,88.81,162781.86,2016,97.69,196934.59,34152.73000000001,20.98067315363027,Over Budget
P0053,400,Fuel,Diesel,gallon,2664,3.94,10483.97,3122,4.04,12624.15,2140.1800000000003,20.413831783189007,Over Budget
P0053,500,Subcontractor,Concrete Work,job,7,28496.95,199478.65,9,31408.52,282676.66,83198.00999999998,41.707726616357185,Over Budget
P0053,501,Subcontractor,Utility Work,job,2,22940.82,45881.65,2,23238.53,46477.06,595.4099999999962,1.2977083430957608,On Budget
P0054,100,Labor,General Labor,hour,6085,32.93,200383.56,5818,34.64,201555.0,1171.4400000000023,0.5845988563133634,On Budget
P0054,101,Labor,Equipment Operators,hour,7049,39.34,277339.35,8329,41.43,345096.74,67757.39000000001,24.43122117362719,Over Budget
P0054,102,Labor,Supervisors,hour,855,57.47,49136.03,937,57.74,54101.6,4965.57,10.10576149517981,Over Budget
P0054,103,Labor,Skilled Labor,hour,3315,44.52,147592.71,3897,45.66,177952.26,30359.550000000017,20.56981676127501,Over Budget
P0054,200,Materials,Gravel,ton,2763,34.02,93989.79,2818,34.46,97094.23,3104.4400000000023,3.302954501760247,On Budget
P0054,201,Materials,Concrete,cubic_yard,2975,155.95,463957.92,3318,164.3,545163.36,81205.44,17.50275973303786,Over Budget
P0054,202,Materials,Asphalt,ton,3026,94.44,285778.56,3218,93.0,299269.91,13491.349999999977,4.720910483977516,On Budget
P0054,203,Materials,Topsoil,cubic_yard,3833,37.48,143676.73,4212,38.27,161174.16,17497.429999999993,12.17833256644969,Over Budget
P0054,300,Equipment,Excavator,hour,480,136.23,65389.3,461,132.38,61026.44,-4362.860000000001,-6.672131373175734,Under Budget
P0054,301,Equipment,Bulldozer,hour,567,152.24,86318.97,756,170.1,128593.53,42274.56,48.9748197875855,Over Budget
P0054,302,Equipment,Loader,hour,3722,127.35,473997.46,3488,130.34,454641.12,-19356.340000000026,-4.08363791654074,On Budget
P0054,303,Equipment,Compactor,hour,1816,101.13,183644.86,2402,109.63,263331.73,79686.87,43.391832474919255,Over Budget
P0054,400,Fuel,Diesel,gallon,27178,4.12,112016.36,26789,4.53,121413.19,9396.830000000002,8.388801421506646,Watch
P0054,500,Subcontractor,Concrete Work,job,3,30068.03,90204.08,3,32589.95,97769.85,7565.770000000004,8.387392233255971,Watch
P0054,501,Subcontractor,Utility Work,job,3,22145.04,66435.11,3,22601.06,67803.19,1368.0800000000017,2.0592725743962816,On Budget
P0055,100,Labor,General Labor,hour,6329,31.72,200727.64,6900,33.71,232588.33,31860.689999999973,15.8725973164433,Over Budget
P0055,101,Labor,Equipment Operators,hour,2509,40.68,102055.56,2711,39.52,107137.33,5081.770000000004,4.979415134266085,On Budget
P0055,102,Labor,Supervisors,hour,10398,53.87,560152.71,13420,56.68,760667.86,200515.15000000002,35.796515203862896,Over Budget
P0055,103,Labor,Skilled Labor,hour,9490,45.42,431003.29,9491,46.33,439715.57,8712.280000000028,2.0213952427138153,On Budget
P0055,200,Materials,Gravel,ton,5336,34.55,184358.46,5429,36.62,198835.7,14477.24000000002,7.852766832615124,Watch
P0055,201,Materials,Concrete,cubic_yard,10425,140.74,1467232.7,10804,135.97,1469044.04,1811.3400000000838,0.12345281017796862,On Budget
P0055,202,Materials,Asphalt,ton,4663,85.88,400467.48,4496,92.34,415142.08,14674.600000000035,3.664367453756803,On Budget
P0055,203,Materials,Topsoil,cubic_yard,1352,37.55,50770.16,1279,39.99,51147.09,376.929999999993,0.7424242901735842,On Budget
P0055,300,Equipment,Excavator,hour,4939,143.02,706396.29,5021,147.28,739488.84,33092.54999999993,4.684700425026287,On Budget
P0055,301,Equipment,Bulldozer,hour,2106,153.05,322330.62,2301,161.19,370895.87,48565.25,15.066905527002058,Over Budget
P0055,302,Equipment,Loader,hour,5483,127.69,700102.31,5694,126.62,720977.85,20875.53999999992,2.9817841909420237,On Budget
P0055,303,Equipment,Compactor,hour,4617,99.65,460073.02,4643,105.74,490973.58,30900.559999999998,6.716446880540832,Watch
P0055,400,Fuel,Diesel,gallon,40513,3.71,150191.5,42333,3.7,156758.96,6567.459999999992,4.372724155494813,On Budget
P0055,500,Subcontractor,Concrete Work,job,4,27764.8,111059.2,4,28903.84,115615.35,4556.150000000009,4.102451665418092,On Budget
P0055,501,Subcontractor,Utility Work,job,2,23226.66,46453.31,2,24340.04,48680.08,2226.770000000004,4.79356584062579,On Budget
P0056,100,Labor,General Labor,hour,5790,33.54,194197.24,5657,34.22,193574.51,-622.7299999999814,-0.3206688210398775,On Budget
P0056,101,Labor,Equipment Operators,hour,16158,42.78,691171.92,18043,45.28,817061.22,125889.29999999993,18.213890980987756,Over Budget
P0056,102,Labor,Supervisors,hour,10020,56.92,570331.34,10847,61.16,663397.74,93066.40000000002,16.317952999040877,Over Budget
P0056,103,Labor,Skilled Labor,hour,15783,49.79,785811.88,15847,53.19,842897.09,57085.20999999996,7.264488034973454,Watch
P0056,200,Materials,Gravel,ton,11463,35.24,403914.17,11571,34.37,397722.78,-6191.389999999956,-1.5328479315296009,On Budget
P0056,201,Materials,Concrete,cubic_yard,9968,153.1,1526079.02,10098,161.12,1626984.24,100905.21999999997,6.612057349428732,Watch
P0056,202,Materials,Asphalt,ton,9751,96.36,939619.28,10008,99.45,995335.42,55716.140000000014,5.929650570814172,Watch
P0056,203,Materials,Topsoil,cubic_yard,9304,35.1,326602.4,10072,34.62,348712.07,22109.669999999984,6.769598141348619,Watch
P0056,300,Equipment,Excavator,hour,2097,128.63,269742.88,2091,127.35,266295.96,-3446.9199999999837,-1.2778539326042577,On Budget
P0056,301,Equipment,Bulldozer,hour,7783,161.82,1259431.25,7633,170.51,1301496.71,42065.45999999996,3.3400362266697736,On Budget
P0056,302,Equipment,Loader,hour,7796,113.04,881230.41,7536,116.18,875497.0,-5733.410000000033,-0.6506141793268383,On Budget
P0056,303,Equipment,Compactor,hour,6476,93.29,604121.04,6085,95.04,578322.07,-25798.97000000009,-4.27049685274992,On Budget
P0056,400,Fuel,Diesel,gallon,52305,3.7,193388.36,53949,3.67,197984.57,4596.210000000021,2.376673549535257,On Budget
P0056,500,Subcontractor,Concrete Work,job,7,27456.46,192195.22,7,28762.27,201335.9,9140.679999999993,4.7559351372005985,On Budget
P0056,501,Subcontractor,Utility Work,job,7,21128.45,147899.18,7,21264.1,148848.67,949.4900000000198,0.641984627636218,On Budget
P0057,100,Labor,General Labor,hour,8319,32.63,271420.39,8866,31.25,277048.19,5627.799999999988,2.0734624985248855,On Budget
P0057,101,Labor,Equipment Operators,hour,1204,39.28,47288.61,1505,43.6,65616.54,18327.929999999993,38.7575993458044,Over Budget
P0057,102,Labor,Supervisors,hour,1300,56.95,74030.81,1381,58.89,81321.86,7291.050000000003,9.84866976330531,Watch
P0057,103,Labor,Skilled Labor,hour,7935,47.9,380072.6,7906,50.71,400950.7,20878.100000000035,5.493187354205496,Watch
P0057,200,Materials,Gravel,ton,2299,36.43,83751.41,2308,35.01,80797.53,-2953.8800000000047,-3.526961516230001,On Budget
P0057,201,Materials,Concrete,cubic_yard,6663,146.09,973410.07,7059,157.0,1108230.32,134820.25000000012,13.850303603290248,Over Budget
P0057,202,Materials,Asphalt,ton,4572,95.67,437423.0,4269,102.69,438377.08,954.0800000000163,0.21811381660315443,On Budget
P0057,203,Materials,Topsoil,cubic_yard,3476,40.86,142030.29,3847,43.29,166525.26,24494.97,17.246300067401116,Over Budget
P0057,300,Equipment,Excavator,hour,3509,127.74,448223.5,3615,128.45,464356.53,16133.030000000028,3.5993271214026104,On Budget
P0057,301,Equipment,Bulldozer,hour,1118,152.24,170203.35,1126,160.86,181123.84,10920.48999999999,6.416142807999954,Watch
P0057,302,Equipment,Loader,hour,747,120.47,89988.73,771,123.08,94895.61,4906.880000000005,5.452771697078073,Watch
P0057,303,Equipment,Compactor,hour,3527,87.95,310187.94,3700,83.59,309283.22,-904.7200000000303,-0.2916683350100685,On Budget
P0057,400,Fuel,Diesel,gallon,10499,3.76,39443.74,10932,3.79,41436.6,1992.8600000000006,5.0524113585577854,Watch
P0057,500,Subcontractor,Concrete Work,job,1,26167.13,26167.13,1,27435.74,27435.74,1268.6100000000006,4.848105237372232,On Budget
P0057,501,Subcontractor,Utility Work,job,1,22130.53,22130.53,1,24576.61,24576.61,2446.0800000000017,11.05296619647158,Over Budget
P0058,100,Labor,General Labor,hour,7263,32.9,238966.69,7812,34.75,271461.41,32494.719999999972,13.598012342222246,Over Budget
P0058,101,Labor,Equipment Operators,hour,1296,41.06,53208.06,1289,41.4,53360.79,152.7300000000032,0.28704297807513224,On Budget
P0058,102,Labor,Supervisors,hour,2965,52.54,155780.67,3024,55.92,169096.26,13315.589999999997,8.547652285742508,Watch
P0058,103,Labor,Skilled Labor,hour,1170,49.65,58087.97,1197,51.55,61702.12,3614.1500000000015,6.221856263870129,Watch
P0058,200,Materials,Gravel,ton,2635,34.1,89862.66,2856,36.44,104073.35,14210.690000000002,15.813787395120512,Over Budget
P0058,201,Materials,Concrete,cubic_yard,1928,150.65,290456.24,1946,141.64,275638.47,-14817.770000000019,-5.101549892679193,Under Budget
P0058,202,Materials,Asphalt,ton,2326,88.45,205730.37,2808,97.77,274539.02,68808.65000000002,33.44603424375314,Over Budget
P0058,203,Materials,Topsoil,cubic_yard,163,36.68,5979.16,183,39.57,7241.14,1261.9800000000005,21.106309247452828,Over Budget
P0058,300,Equipment,Excavator,hour,1610,138.81,223487.0,1634,141.97,231985.55,8498.549999999988,3.802704407862645,On Budget
P0058,301,Equipment,Bulldozer,hour,2524,151.06,381276.71,2280,166.37,379325.13,-1951.5800000000163,-0.5118539760794768,On Budget
P0058,302,Equipment,Loader,hour,764,122.63,93687.01,810,124.13,100543.94,6856.930000000008,7.318976238007818,Watch
P0058,303,Equipment,Compactor,hour,1970,97.46,192004.28,2010,103.62,208273.48,16269.200000000012,8.473352781510918,Watch
P0058,400,Fuel,Diesel,gallon,14039,3.75,52663.81,13489,3.7,49911.66,-2752.149999999994,-5.225884720456029,Under Budget
P0058,500,Subcontractor,Concrete Work,job,2,26553.92,53107.85,2,29614.15,59228.3,6120.450000000004,11.524567460366038,Over Budget
P0058,501,Subcontractor,Utility Work,job,2,23439.9,46879.8,3,26725.96,80177.89,33298.09,71.02865199936859,Over Budget
P0059,100,Labor,General Labor,hour,8963,32.26,289142.22,9198,31.0,285093.45,-4048.7699999999604,-1.4002693899216658,On Budget
P0059,101,Labor,Equipment Operators,hour,9420,40.38,380345.67,9705,41.58,403502.23,23156.559999999998,6.088293314868025,Watch
P0059,102,Labor,Supervisors,hour,4928,51.36,253118.78,5075,51.53,261521.76,8402.98000000001,3.319777378825866,On Budget
P0059,103,Labor,Skilled Labor,hour,10315,49.25,508015.76,9690,49.55,480151.29,-27864.47000000003,-5.484961726384243,Under Budget
P0059,200,Materials,Gravel,ton,5710,34.13,194901.05,6064,35.82,217193.19,22292.140000000014,11.437670551287443,Over Budget
P0059,201,Materials,Concrete,cubic_yard,17387,140.03,2434728.07,21197,157.44,3337288.82,902560.75,37.07028974287055,Over Budget
P0059,202,Materials,Asphalt,ton,8028,96.68,776129.75,8152,95.69,780066.9,3937.1500000000233,0.5072798716967135,On Budget
P0059,203,Materials,Topsoil,cubic_yard,11032,36.52,402841.26,10527,38.29,403053.92,212.6599999999744,0.052790024537202176,On Budget
P0059,300,Equipment,Excavator,hour,5520,139.26,768742.1,6236,144.98,904102.73,135360.63,17.608067777216835,Over Budget
P0059,301,Equipment,Bulldozer,hour,6569,147.3,967620.12,6169,148.43,915661.48,-51958.640000000014,-5.369735387478302,Under Budget
P0059,302,Equipment,Loader,hour,4114,118.25,486471.78,4353,132.71,577689.63,91217.84999999998,18.750902673121136,Over Budget
P0059,303,Equipment,Compactor,hour,1642,88.4,145147.55,1477,93.16,137604.54,-7543.00999999998,-5.196787682602966,Under Budget
P0059,400,Fuel,Diesel,gallon,58451,3.78,221005.8,58011,3.83,221898.86,893.0599999999977,0.40408894246214244,On Budget
P0059,500,Subcontractor,Concrete Work,job,9,27527.59,247748.3,10,26615.28,266152.76,18404.46000000002,7.428692749859443,Watch
P0059,501,Subcontractor,Utility Work,job,8,20386.59,163092.7,9,21844.14,196597.26,33504.56,20.54326159294683,Over Budget
P0060,100,Labor,General Labor,hour,1427,33.92,48400.0,1716,38.58,66209.34,17809.339999999997,36.79615702479338,Over Budget
P0060,101,Labor,Equipment Operators,hour,1943,38.76,75307.91,1701,40.65,69139.75,-6168.1600000000035,-8.190587150805278,Under Budget
P0060,102,Labor,Supervisors,hour,919,56.6,52014.65,969,59.01,57177.59,5162.939999999995,9.925934328117165,Watch
P0060,103,Labor,Skilled Labor,hour,1184,46.34,54863.78,1336,46.99,62784.8,7921.020000000004,14.43761257427032,Over Budget
P0060,200,Materials,Gravel,ton,929,34.6,32142.13,1008,34.89,35167.35,3025.2199999999975,9.412008476102852,Watch
P0060,201,Materials,Concrete,cubic_yard,2006,139.6,280034.06,1963,135.89,266743.35,-13290.710000000021,-4.746104813107385,On Budget
P0060,202,Materials,Asphalt,ton,1271,91.1,115784.53,1333,90.0,119967.72,4183.190000000002,3.6129092548028674,On Budget
P0060,203,Materials,Topsoil,cubic_yard,647,37.81,24462.49,714,39.12,27931.53,3469.0399999999972,14.181058428639101,Over Budget
P0060,300,Equipment,Excavator,hour,71,136.07,9661.2,72,138.75,9989.82,328.619999999999,3.4014408148056035,On Budget
P0060,301,Equipment,Bulldozer,hour,63,152.93,9634.75,72,164.66,11855.74,2220.99,23.051869534756996,Over Budget
P0060,302,Equipment,Loader,hour,263,127.46,33521.94,275,127.19,34977.67,1455.729999999996,4.342618595463138,On Budget
P0060,303,Equipment,Compactor,hour,998,97.12,96923.06,1051,100.39,105511.25,8588.190000000002,8.860832499510439,Watch
P0060,400,Fuel,Diesel,gallon,4622,4.0,18499.65,4553,4.14,18834.72,335.0699999999997,1.8112234555788875,On Budget
P0060,500,Subcontractor,Concrete Work,job,1,28391.32,28391.32,1,29357.94,29357.94,966.619999999999,3.4046321199577867,On Budget
P0060,501,Subcontractor,Utility Work,job,1,23461.39,23461.39,1,23322.0,23322.0,-139.38999999999942,-0.5941250710209387,On Budget
P0061,100,Labor,General Labor,hour,7906,29.77,235363.55,9119,32.32,294687.61,59324.06,25.205287734655602,Over Budget
P0061,101,Labor,Equipment Operators,hour,7000,42.74,299208.82,7181,40.45,290437.04,-8771.780000000028,-2.9316582311978734,On Budget
P0061,102,Labor,Supervisors,hour,10177,51.04,519421.95,10118,52.84,534665.97,15244.01999999996,2.93480473822871,On Budget
P0061,103,Labor,Skilled Labor,hour,1399,46.56,65139.73,1408,45.48,64039.93,-1099.800000000003,-1.6883705228744468,On Budget
P0061,200,Materials,Gravel,ton,6915,34.54,238829.74,7619,34.55,263250.83,24421.090000000026,10.225313648124402,Over Budget
P0061,201,Materials,Concrete,cubic_yard,11611,153.4,1781076.59,10634,150.75,1603036.47,-178040.1200000001,-9.996207967676455,Under Budget
P0061,202,Materials,Asphalt,ton,1755,86.21,151295.8,1698,84.97,144286.9,-7008.899999999994,-4.632580679701615,On Budget
P0061,203,Materials,Topsoil,cubic_yard,12299,36.1,444025.75,13404,38.5,516043.81,72018.06,16.21934313494206,Over Budget
P0061,300,Equipment,Excavator,hour,3960,132.09,523072.14,4177,137.5,574338.93,51266.79000000004,9.801093592941127,Watch
P0061,301,Equipment,Bulldozer,hour,5912,163.04,963903.39,6086,163.57,995484.55,31581.160000000033,3.276382293872836,On Budget
P0061,302,Equipment,Loader,hour,5022,120.17,603477.33,6313,137.42,867530.32,264052.99,43.75524595099537,Over Budget
P0061,303,Equipment,Compactor,hour,3781,99.7,376978.17,3669,104.77,384396.13,7417.960000000021,1.9677425883838369,On Budget
P0061,400,Fuel,Diesel,gallon,5270,3.86,20346.63,6199,4.03,24967.13,4620.5,22.70892034700587,Over Budget
P0061,500,Subcontractor,Concrete Work,job,6,27496.56,164979.35,6,28682.54,172095.25,7115.899999999994,4.313206470991669,On Budget
P0061,501,Subcontractor,Utility Work,job,3,20613.44,61840.33,3,19670.88,59012.64,-2827.6900000000023,-4.572566155452279,On Budget
P0062,100,Labor,General Labor,hour,9893,33.12,327678.94,8861,34.02,301446.65,-26232.28999999998,-8.00548549137762,Under Budget
P0062,101,Labor,Equipment Operators,hour,13359,40.72,544009.17,14479,41.05,594430.56,50421.390000000014,9.268481632396014,Watch
P0062,102,Labor,Supervisors,hour,7648,54.0,412974.2,7395,55.58,410980.66,-1993.5400000000373,-0.4827274924196323,On Budget
P0062,103,Labor,Skilled Labor,hour,8721,49.81,434379.7,8152,53.62,437134.98,2755.2799999999697,0.6343022015071077,On Budget
P0062,200,Materials,Gravel,ton,3781,36.03,136222.61,3697,35.85,132526.05,-3696.5599999999977,-2.7136170713510763,On Budget
P0062,201,Materials,Concrete,cubic_yard,11279,140.71,1587032.99,11188,139.64,1562278.03,-24754.959999999963,-1.5598264280567957,On Budget
P0062,202,Materials,Asphalt,ton,6869,95.43,655490.68,6508,93.66,609523.75,-45966.93000000005,-7.01259856204211,Under Budget
P0062,203,Materials,Topsoil,cubic_yard,7647,36.06,275737.6,8332,36.95,307847.05,32109.45000000001,11.644929817333587,Over Budget
P0062,300,Equipment,Excavator,hour,350,144.43,50551.16,407,152.9,62230.17,11679.009999999995,23.10334718332872,Over Budget
P0062,301,Equipment,Bulldozer,hour,5265,155.26,817469.9,5529,162.45,898186.2,80716.29999999993,9.873917070218724,Watch
P0062,302,Equipment,Loader,hour,3944,112.54,443871.21,4576,119.56,547109.45,103238.23999999993,23.258602422085435,Over Budget
P0062,303,Equipment,Compactor,hour,3930,97.74,384136.34,4318,102.22,441378.02,57241.67999999999,14.901396728047128,Over Budget
P0062,400,Fuel,Diesel,gallon,48634,3.76,182934.7,48161,4.02,193578.61,10643.909999999974,5.818420452762639,Watch
P0062,500,Subcontractor,Concrete Work,job,8,26072.21,208577.71,11,29066.49,319731.4,111153.69000000003,53.29126012554267,Over Budget
P0062,501,Subcontractor,Utility Work,job,4,22897.81,91591.25,4,23421.99,93687.97,2096.720000000001,2.2892143081353304,On Budget
